,token,tag,tag_STTS,lemma_gold,baseline
125,18.,ADJ,ADJA,18.,18.
126,und,CONJ,KON,und,und
127,19.,ADJ,ADJA,19.,19.
128,Jh.,NOUN,NN,Jh.,Jh.
129,",",PUNCT,"$,",",",","
130,D,PROPN,NE,D,D
131,und,CONJ,KON,und,und
132,AT,PROPN,NE,AT,AT
133,#dtaclarin14,UNK,HST,#dtaclarin14,#dtaclarin14
134,E,PROPN,NE,E,E
135,Teich,PROPN,NE,Teich,Teich
136,",",PUNCT,"$,",",",","
137,H,PROPN,NE,H,H
138,Kermes,PROPN,NE,Kermes,Kermes
139,",",PUNCT,"$,",",",","
140,C,PROPN,NE,C,C
141,Draxler,PROPN,NE,Draxler,Draxler
142,:,PUNCT,$(,:,:
143,Kontextualisierung,NOUN,NN,Kontextualisierung,Kontextualisierung
144,von,ADP,APPR,von,von
145,Sprachressourcen,NOUN,NN,Sprachressource,Sprachressourcen
146,und,CONJ,KON,und,und
147,-technologie,X,TRUNC,Technologie,-technologie
148,in,ADP,APPR,in,in
149,der,DET,ART,der,der
150,geisteswissenschaftl.,ADJ,ADJA,geisteswissenschaftl.,geisteswissenschaftl.
151,Forschung,NOUN,NN,Forschung,Forschung
152,#dtaclarin14,UNK,HST,#dtaclarin14,#dtaclarin14
153,@xyzbaba,UNK,ADR,@xyzbaba,@xyzbaba
154,"""",PUNCT,$(,"""",""""
155,ich,PRON,PPER,ich,ich
156,wollte,VERB,VMFIN,wollen,wollte
157,einen,DET,ART,ein,einen
158,Tweed,NOUN,NN,Tweet,Tweed
159,für,ADP,APPR,für,für
160,alle,PRON,PIS,alle,alle
161,schreiben,VERB,VVINF,schreiben,schreiben
162,",",PUNCT,"$,",",",","
163,hat,AUX,VAFIN,haben,hat
164,wohl,UNK,PTKMA,wohl,wohl
165,nicht,PART,PTKNEG,nicht,nicht
166,geklappt,VERB,VVPP,klappen,geklappt
167,"""",PUNCT,$(,"""",""""
168,<-,X,XY,<-,<-
169,einfach,ADJ,ADJD,einfach,einfach
170,Schlagwort,NOUN,NN,Schlagwort,Schlagwort
171,#semibk,PROPN,NE,#semibk,#semibk
172,einbauen,VERB,VVINF,einbauen,einbauen
173,",",PUNCT,"$,",",",","
174,dann,ADV,ADV,dann,dann
175,klappt,VERB,VVFIN,klappen,klappt
176,das,PRON,PDS,der,das
177,:),UNK,EMOASC,:),:)
178,@SimMüller,UNK,ADR,@SimMüller,@SimMüller
179,#semibk,UNK,HST,#semibk,#semibk
180,"""",PUNCT,$(,"""",""""
181,Zwitscher,UNK,AKW,zwitscher,Zwitscher
182,zwitscher,UNK,AKW,zwitscher,zwitscher
183,Geschafft,VERB,VVPP,schaffen,Geschafft
184,"""",PUNCT,$(,"""",""""
185,<-,X,XY,<-,<-
186,Aha,INTJ,ITJ,aha,Aha
187,!,PUNCT,$.,!,!
188,Es,PRON,PPER,es,Es
189,zwitschert,VERB,VVFIN,zwitschern,zwitschert
190,im,ADP,APPRART,in,im
191,virtuellen,ADJ,ADJA,virtuell,virtuellen
192,Geäst,NOUN,NN,Geäst,Geäst
193,!,PUNCT,$.,!,!
194,;),UNK,EMOASC,;),;)
195,http://tinyurl.com/6hg24tw,UNK,URL,http://tinyurl.com/6hg24tw,http://tinyurl.com/6hg24tw
196,@Mia1234,UNK,ADR,@Mia1234,@Mia1234
197,#semibk,UNK,HST,#semibk,#semibk
198,"""",PUNCT,$(,"""",""""
199,wie,ADV,PWAV,wie,wie
200,funktioniert,VERB,VVFIN,funktionieren,funktioniert
201,das,PRON,PDS,der,das
202,mit,ADP,APPR,mit,mit
203,pdf,NOUN,NN,PDF,pdf
204,?,PUNCT,$.,?,?
205,"""",PUNCT,$(,"""",""""
206,<-,X,XY,<-,<-
207,Wenn,SCONJ,KOUS,wenn,Wenn
208,Sie,PRON,PPER,sie,Sie
209,Word,PROPN,NE,Word,Word
210,verwenden,VERB,VVFIN,verwenden,verwenden
211,",",PUNCT,"$,",",",","
212,dann,ADV,ADV,dann,dann
213,speichern,VERB,VVFIN,speichern,speichern
214,Sie,PRON,PPER,sie,Sie
215,Ihr,DET,PPOSAT,ihr,Ihr
216,Dokument,NOUN,NN,Dokument,Dokument
217,doch,UNK,PTKMA,doch,doch
218,einfach,ADJ,ADJD,einfach,einfach
219,als,CONJ,KOKOM,als,als
220,"""",PUNCT,$(,"""",""""
221,Word,PROPN,NE,Word,Word
222,97,NUM,CARD,97,97
223,"""",PUNCT,$(,"""",""""
224,oder,CONJ,KON,oder,oder
225,RTF,PROPN,NE,RTF,RTF
226,@Ramiona,UNK,ADR,@ramiona,@Ramiona
227,"""",PUNCT,$(,"""",""""
228,Openoffice,PROPN,NE,OpenOffice,Openoffice
229,Dokument,NOUN,NN,Dokument,Dokument
230,...,PUNCT,$(,...,...
231,oder,CONJ,KON,oder,oder
232,nur,UNK,PTKIFG,nur,nur
233,als,CONJ,KOKOM,als,als
234,Word,PROPN,NE,Word,Word
235,"""",PUNCT,$(,"""",""""
236,<-,X,XY,<-,<-
237,am,PART,PTKA,am,am
238,liebsten,ADJ,ADJD,lieb,liebsten
239,wär,AUX,VAFIN,sein,wär
240,mir,PRON,PPER,mir,mir
241,RTF,PROPN,NE,RTF,RTF
242,oder,CONJ,KON,oder,oder
243,PDF,PROPN,NE,PDF,PDF
244,-,PUNCT,$(,-,-
245,das,PRON,PDS,der,das
246,kann,VERB,VMFIN,können,kann
247,ihr,DET,PPOSAT,ihr,ihr
248,offenes,ADJ,ADJA,offen,offenes
249,Büro,NOUN,NN,Büro,Büro
250,doch,UNK,PTKMA,doch,doch
251,",",PUNCT,"$,",",",","
252,oder,CONJ,KON,oder,oder
253,?,PUNCT,$.,?,?
254,:),UNK,EMOASC,:),:)
255,#semibk,UNK,HST,#semibk,#semibk
256,Hier,ADV,ADV,hier,Hier
257,noch,UNK,PTKMWL,noch,noch
258,mal,UNK,PTKMWL,mal,mal
259,schriftlich,ADJ,ADJD,schriftlich,schriftlich
260,+,CONJ,KON,+,+
261,zum,ADP,APPRART,zu,zum
262,Nachlesen,NOUN,NN,nachlesen,Nachlesen
263,:,PUNCT,$.,:,:
264,Verlängerung,NOUN,NN,Verlängerung,Verlängerung
265,der,DET,ART,der,der
266,Frist,NOUN,NN,Frist,Frist
267,für,ADP,APPR,für,für
268,die,DET,ART,der,die
269,Fertigstellung,NOUN,NN,Fertigstellung,Fertigstellung
270,der,DET,ART,der,der
271,Einstiegsreflexion,NOUN,NN,Einstiegsreflexion,Einstiegsreflexion
272,bis,ADP,APPR,bis,bis
273,zum,ADP,APPRART,zu,zum
274,12.,ADJ,ADJA,12.,12.
275,5.,ADJ,ADJA,5.,5.
276,@kelly456,UNK,ADR,@kelly456,@kelly456
277,#semibk,UNK,HST,#semibk,#semibk
278,"""",PUNCT,$(,"""",""""
279,Kann,VERB,VMFIN,können,Kann
280,man,PRON,PIS,man,man
281,die,DET,ART,der,die
282,Ergebnisse,NOUN,NN,Ergebnis,Ergebnisse
283,v.,ADP,APPRART,v.,v.
284,14.,ADJ,ADJA,14.,14.
285,4.,ADJ,ADJA,4.,4.
286,noch,ADV,ADV,noch,noch
287,nachlesen,VERB,VVINF,nachlesen,nachlesen
288,?,PUNCT,$.,?,?
289,"""",PUNCT,$(,"""",""""
290,<-,X,XY,<-,<-
291,ja,PART,PTKANT,ja,ja
292,",",PUNCT,"$,",",",","
293,im,ADP,APPRART,in,im
294,Profil,NOUN,NN,Profil,Profil
295,von,ADP,APPR,von,von
296,Frau,NOUN,NN,Frau,Frau
297,Baumann,PROPN,NE,Baumann,Baumann
298,/,PUNCT,$(,/,/
299,@abcmaria,UNK,ADR,@abcmaria,@abcmaria
300,(,PUNCT,$(,(,(
301,dort,ADV,ADV,dort,dort
302,unter,ADP,APPR,unter,unter
303,"""",PUNCT,$(,"""",""""
304,weitere,ADJ,ADJA,weit,weitere
305,Tweets,NOUN,NN,Tweet,Tweets
306,"""",PUNCT,$(,"""",""""
307,),PUNCT,$(,),)
308,#semibk,UNK,HST,#semibk,#semibk
309,wir,PRON,PPER,wir,wir
310,nutzen,VERB,VVFIN,nutzen,nutzen
311,dann,ADV,ADV,dann,dann
312,eine,DET,ART,ein,eine
313,"""",PUNCT,$(,"""",""""
314,Twitterwall,NOUN,NN,Twitterwall,Twitterwall
315,"""",PUNCT,$(,"""",""""
316,.,PUNCT,$.,.,.
317,mal,UNK,PTKMA,mal,mal
318,sehn,VERB,VMFIN,sehen,sehn
319,",",PUNCT,"$,",",",","
320,ob,SCONJ,KOUS,ob,ob
321,/,PUNCT,$(,/,/
322,wie,ADV,PWAV,wie,wie
323,chaotisch,ADJ,ADJD,chaotisch,chaotisch
324,das,PRON,PDS,der,das
325,wird,AUX,VAFIN,werden,wird
326,.,PUNCT,$.,.,.
327,;),UNK,EMOASC,;),;)
328,Ich,PRON,PPER,ich,Ich
329,schreib,VERB,VVFIN,schreiben,schreib
330,das,PRON,PDS,der,das
331,vielleicht,ADV,ADV,vielleicht,vielleicht
332,auch,ADV,ADV,auch,auch
333,noch,UNK,PTKMWL,noch,noch
334,mal,UNK,PTKMWL,mal,mal
335,per,ADP,APPR,per,per
336,Rundmail,NOUN,NN,Rundmail,Rundmail
337,..,PUNCT,$.,..,..
338,:),UNK,EMOASC,:),:)
339,#semibk,UNK,HST,#semibk,#semibk
340,Ich,PRON,PPER,ich,Ich
341,vergaß,VERB,VVFIN,vergessen,vergaß
342,ganz,ADJ,ADJD,ganz,ganz
343,anzukündigen,VERB,VVIZU,ankündigen,anzukündigen
344,",",PUNCT,"$,",",",","
345,dass,SCONJ,KOUS,dass,dass
346,Sie,PRON,PPER,sie,Sie
347,alle,DET,PIAT,aller,alle
348,in,ADP,APPR,in,in
349,der,DET,ART,der,der
350,nächsten,ADJ,ADJA,nächster,nächsten
351,Sitzung,NOUN,NN,Sitzung,Sitzung
352,votragsbegleitend,ADJ,ADJD,votragsbegleitend,votragsbegleitend
353,per,ADP,APPR,per,per
354,Twitter,PROPN,NE,Twitter,Twitter
355,kommentieren,VERB,VVINF,kommentieren,kommentieren
356,/,PUNCT,$(,/,/
357,rückfragen,VERB,VVINF,rückfragen,rückfragen
358,dürfen,VERB,VMFIN,dürfen,dürfen
359,.,PUNCT,$.,.,.
360,;),UNK,EMOASC,;),;)
361,Interessante,ADJ,ADJA,interessant,Interessante
362,Hintergrundstory,NOUN,NN,Hintergrundstory,Hintergrundstory
363,zu,ADP,APPR,zu,zu
364,Twitter,PROPN,NE,Twitter,Twitter
365,heute,ADV,ADV,heute,heute
366,auf,ADP,APPR,auf,auf
367,Spiegel,PROPN,NE,Spiegel,Spiegel
368,Online,PROPN,NE,Online,Online
369,:,PUNCT,$.,:,:
370,http://tinyurl.com/6heegfw,UNK,URL,http://tinyurl.com/6heegfw,http://tinyurl.com/6heegfw
371,#semibk,UNK,HST,#semibk,#semibk
372,@aPfeL4321,UNK,ADR,@apfel4321,@aPfeL4321
373,Das,DET,ART,der,Das
374,TB,NOUN,NN,Tagebuch,TB
375,sollte,VERB,VMFIN,sollen,sollte
376,allerdings,ADV,ADV,allerdings,allerdings
377,gut,ADJ,ADJD,gut,gut
378,lesbar,ADJ,ADJD,lesbar,lesbar
379,sein,AUX,VAINF,sein,sein
380,.,PUNCT,$.,.,.
381,Vllt,ADV,ADV,vielleicht,Vllt
382,lesen,VERB,VVFIN,lesen,lesen
383,Sie,PRON,PPER,sie,Sie
384,vor,ADP,APPR,vor,vor
385,Abgabe,NOUN,NN,Abgabe,Abgabe
386,einfach,ADJ,ADJD,einfach,einfach
387,noch,UNK,PTKMWL,noch,noch
388,mal,ADV,ADV,mal,mal
389,drüber,PART,PTKVZ,drüber,drüber
390,und,CONJ,KON,und,und
391,glätten,VERB,VVFIN,glätten,glätten
392,dann,ADV,ADV,dann,dann
393,ggf.,ADV,ADV,ggf.,ggf.
394,noch,ADV,ADV,noch,noch
395,ein,DET,ART,ein,ein
396,wenig,PRON,PIS,wenig,wenig
397,:),UNK,EMOASC,:),:)
398,@aPfeL4321,UNK,ADR,@apfel4321,@aPfeL4321
399,Das,DET,ART,der,Das
400,Tagebuch,NOUN,NN,Tagebuch,Tagebuch
401,über,ADP,APPR,über,über
402,Ihre,DET,PPOSAT,ihr,Ihre
403,Twittererkundung,NOUN,NN,Twittererkundung,Twittererkundung
404,ist,AUX,VAFIN,sein,ist
405,ein,DET,ART,ein,ein
406,"""",PUNCT,$(,"""",""""
407,Experiment,NOUN,NN,Experiment,Experiment
408,"""",PUNCT,$(,"""",""""
409,-,PUNCT,$(,-,-
410,insofern,ADV,ADV,insofern,insofern
411,muss,VERB,VMFIN,müssen,muss
412,es,PRON,PPER,es,es
413,auch,UNK,PTKMA,auch,auch
414,nicht,PART,PTKNEG,nicht,nicht
415,den,DET,ART,der,den
416,Charakter,NOUN,NN,Charakter,Charakter
417,einer,DET,ART,ein,einer
418,wiss,ADJ,ADJA,wissenschaftlich,wiss
419,Arabeit,NOUN,NN,Arbeit,Arabeit
420,haben,AUX,VAINF,haben,haben
421,.,PUNCT,$.,.,.
422,@Biggi_1010,UNK,ADR,@biggi_1010,@Biggi_1010
423,#semibk,UNK,HST,#semibk,#semibk
424,"""",PUNCT,$(,"""",""""
425,Die,DET,ART,der,Die
426,Tagebücher,NOUN,NN,Tagebuch,Tagebücher
427,werden,AUX,VAFIN,werden,werden
428,bestimmt,ADJ,ADJD,bestimmt,bestimmt
429,sehr,UNK,PTKIFG,sehr,sehr
430,spannend,ADJ,ADJD,spannend,spannend
431,"""",PUNCT,$(,"""",""""
432,<-,X,XY,<-,<-
433,klingt,VERB,VVFIN,klingen,klingt
434,ungemein,UNK,PTKIFG,ungemein,ungemein
435,vielversprechend,ADJ,ADJD,vielversprechend,vielversprechend
436,.,PUNCT,$.,.,.
437,:-),UNK,EMOASC,:-),:-)
438,@Montaaag,UNK,ADR,@montaaag,@Montaaag
439,#semibk,UNK,HST,#semibk,#semibk
440,"""",PUNCT,$(,"""",""""
441,Ich,PRON,PPER,ich,Ich
442,konnte,VERB,VMFIN,können,konnte
443,erstaunlich,ADJ,ADJD,erstaunlich,erstaunlich
444,viel,PRON,PIS,viel,viel
445,schreiben,VERB,VVINF,schreiben,schreiben
446,"""",PUNCT,$(,"""",""""
447,<-,X,XY,<-,<-
448,dacht,VERB,VVFIN,denken,dacht
449,ichs,UNK,PPERPPER,ich,ichs
450,mir,PRON,PRF,sich,mir
451,doch,UNK,PTKMA,doch,doch
452,",",PUNCT,"$,",",",","
453,dass,SCONJ,KOUS,dass,dass
454,sich,PRON,PRF,sich,sich
455,die,DET,ART,der,die
456,Tagebücher,NOUN,NN,Tagebuch,Tagebücher
457,schnell,ADJ,ADJD,schnell,schnell
458,füllen,VERB,VVFIN,füllen,füllen
459,;),UNK,EMOASC,;),;)
460,@Biggi_1010,UNK,ADR,@biggi_1010,@Biggi_1010
461,#semibk,UNK,HST,#semibk,#semibk
462,...,PUNCT,$(,...,...
463,insofern,ADV,ADV,insofern,insofern
464,entschuldige,VERB,VVFIN,entschuldigen,entschuldige
465,ich,PRON,PPER,ich,ich
466,mich,PRON,PRF,sich,mich
467,für,ADP,APPR,für,für
468,den,DET,ART,der,den
469,Wurf,NOUN,NN,Wurf,Wurf
470,ins,ADP,APPRART,in,ins
471,kalte,ADJ,ADJA,kalt,kalte
472,Wasser,NOUN,NN,Wasser,Wasser
473,-,PUNCT,$(,-,-
474,und,CONJ,KON,und,und
475,bin,AUX,VAFIN,sein,bin
476,höchst,UNK,PTKIFG,höchst,höchst
477,gespannt,ADJ,ADJD,gespannt,gespannt
478,auf,ADP,APPR,auf,auf
479,die,DET,ART,der,die
480,Nutzungstagebücher,NOUN,NN,Nutzungstagebuch,Nutzungstagebücher
481,!,PUNCT,$.,!,!
482,:D,UNK,EMOASC,:D,:D
483,@Biggi_1010,UNK,ADR,@biggi_1010,@Biggi_1010
484,#semibk,UNK,HST,#semibk,#semibk
485,Es,PRON,PPER,es,Es
486,ist,AUX,VAFIN,sein,ist
487,von,ADP,APPR,von,von
488,meiner,DET,PPOSAT,mein,meiner
489,Seite,NOUN,NN,Seite,Seite
490,her,ADP,APZR,her,her
491,ja,UNK,PTKMA,ja,ja
492,auch,UNK,PTKMA,auch,auch
493,ein,DET,ART,ein,ein
494,wenig,DET,PIDAT,wenig,wenig
495,Vorsatz,NOUN,NN,Vorsatz,Vorsatz
496,dabei,ADV,PAV,dabei,dabei
497,",",PUNCT,"$,",",",","
498,Sie,PRON,PPER,sie,Sie
499,was,DET,PIAT,was,was
500,Neues,NOUN,NN,neue,Neues
501,/,PUNCT,$(,/,/
502,noch,ADV,ADV,noch,noch
503,nicht,PART,PTKNEG,nicht,nicht
504,Vertrautes,NOUN,NN,vertraut,Vertrautes
505,ausprobieren,VERB,VVINF,ausprobieren,ausprobieren
506,zu,PART,PTKZU,zu,zu
507,lassen,VERB,VVINF,lassen,lassen
508,.,PUNCT,$.,.,.
509,@Biggi_1010,UNK,ADR,@biggi_1010,@Biggi_1010
510,#Klicken,VERB,VVIMP,#klicken,#Klicken
511,Sie,PRON,PPER,sie,Sie
512,mal,UNK,PTKMA,mal,mal
513,oben,ADV,ADV,oben,oben
514,rechts,ADV,ADV,rechts,rechts
515,auf,ADP,APPR,auf,auf
516,Ihren,DET,PPOSAT,ihr,Ihren
517,Namen,NOUN,NN,Name,Namen
518,",",PUNCT,"$,",",",","
519,da,ADV,ADV,da,da
520,gibts,UNK,VVPPER,geben,gibts
521,ein,DET,ART,ein,ein
522,"""",PUNCT,$(,"""",""""
523,Hilfe-Center,NOUN,NN,Hilfe-Center,Hilfe-Center
524,"""",PUNCT,$(,"""",""""
525,.,PUNCT,$.,.,.
526,:),UNK,EMOASC,:),:)
527,@Biggi_1010,UNK,ADR,@biggi_1010,@Biggi_1010
528,#semibk,UNK,HST,#semibk,#semibk
529,Immerhin,ADV,ADV,immerhin,Immerhin
530,haben,AUX,VAFIN,haben,haben
531,Sie,PRON,PPER,sie,Sie
532,es,PRON,PPER,es,es
533,soeben,ADV,ADV,soeben,soeben
534,geschafft,VERB,VVPP,schaffen,geschafft
535,",",PUNCT,"$,",",",","
536,Ihren,DET,PPOSAT,ihr,Ihren
537,ersten,ADJ,ADJA,erster,ersten
538,"""",PUNCT,$(,"""",""""
539,Tweet,NOUN,NN,Tweet,Tweet
540,"""",PUNCT,$(,"""",""""
541,abzusetzen,VERB,VVIZU,absetzen,abzusetzen
542,-,PUNCT,$(,-,-
543,Das,PRON,PDS,der,Das
544,ist,AUX,VAFIN,sein,ist
545,doch,UNK,PTKMA,doch,doch
546,schon,UNK,PTKMA,schon,schon
547,mal,UNK,PTKMA,mal,mal
548,was,PRON,PIS,was,was
549,!,PUNCT,$.,!,!
550,:-),UNK,EMOASC,:-),:-)
551,@Montaaag,UNK,ADR,@montaaag,@Montaaag
552,#semibk,UNK,HST,#semibk,#semibk
553,"""",PUNCT,$(,"""",""""
554,Anstoßzur,NOUN,NN,Anstoß,Anstoßzur
555,Einstiegsreflexion,NOUN,NN,Einstiegsreflexion,Einstiegsreflexion
556,"""",PUNCT,$(,"""",""""
557,<-,X,XY,<-,<-
558,Das,DET,ART,der,Das
559,ver3fachte,ADJ,ADJA,verdreifacht,ver3fachte
560,Vokalgraphem,NOUN,NN,Vokalgraphem,Vokalgraphem
561,in,ADP,APPR,in,in
562,Ihrem,DET,PPOSAT,ihr,Ihrem
563,Twitternamen,NOUN,NN,Twittername,Twitternamen
564,wäre,AUX,VAFIN,sein,wäre
565,übrigens,ADV,ADV,übrigens,übrigens
566,AUCH,ADV,ADV,auch,AUCH
567,reflexionswürdig,ADJ,ADJD,reflexionswürdig,reflexionswürdig
568,;),UNK,EMOASC,;),;)
569,@Montaaag,UNK,ADR,@montaaag,@Montaaag
570,#semibk,UNK,HST,#semibk,#semibk
571,"""",PUNCT,$(,"""",""""
572,das,PRON,PDS,der,das
573,gibt,VERB,VVFIN,geben,gibt
574,Anstoß,NOUN,NN,Anstoß,Anstoß
575,zur,ADP,APPRART,zu,zur
576,Einstiegsreflexion,NOUN,NN,Einstiegsreflexion,Einstiegsreflexion
577,!,PUNCT,$.,!,!
578,"""",PUNCT,$(,"""",""""
579,<-,X,XY,<-,<-
580,sehr,UNK,PTKIFG,sehr,sehr
581,schön,ADJ,ADJD,schön,schön
582,",",PUNCT,"$,",",",","
583,dann,ADV,ADV,dann,dann
584,bin,AUX,VAFIN,sein,bin
585,ich,PRON,PPER,ich,ich
586,mal,UNK,PTKMA,mal,mal
587,gespannt,ADJ,ADJD,gespannt,gespannt
588,-,PUNCT,$(,-,-
589,und,CONJ,KON,und,und
590,wünsche,VERB,VVFIN,wünschen,wünsche
591,einen,DET,ART,ein,einen
592,sonnigen,ADJ,ADJA,sonnig,sonnigen
593,Sonntag,NOUN,NN,Sonntag,Sonntag
594,!,PUNCT,$.,!,!
595,@Montaaag,UNK,ADR,@montaaag,@Montaaag
596,#semibk,UNK,HST,#semibk,#semibk
597,"""",PUNCT,$(,"""",""""
598,Emoticons,NOUN,NN,Emoticon,Emoticons
599,=,PUNCT,$(,=,=
600,schriftl.,ADJ,ADJA,schriftlich,schriftl.
601,Äquivalent,NOUN,NN,Äquivalent,Äquivalent
602,zur,ADP,APPRART,zu,zur
603,Mimik,NOUN,NN,Mimik,Mimik
604,?,PUNCT,$.,?,?
605,...,PUNCT,$(,...,...
606,es,PRON,PPER,es,es
607,ist,AUX,VAFIN,sein,ist
608,vllt,ADV,ADV,vielleicht,vllt
609,ein,DET,ART,ein,ein
