,token,tag,tag_STTS,lemma_gold,baseline
281,Fachgebieten,_,NN,Fachgebiet,Fachgebieten
282,zugeordnet,_,VVPP,zuordnen,zugeordnet
283,sind,_,VAFIN,sein,sind
284,.,_,$.,.,.
285,Die,_,ART,der,Die
286,Mitgliedschaft,_,NN,Mitgliedschaft,Mitgliedschaft
287,erfolgt,_,VVFIN,erfolgen,erfolgt
288,für,_,APPR,für,für
289,eine,_,PIS,einer,eine
290,der,_,ART,der,der
291,Unterabteilungen,_,NN,Unterabteilung,Unterabteilungen
292,:,_,$.,:,:
293,Brügge,_,NE,Brügge,Brügge
294,wurde,_,VAFIN,werden,wurde
295,als,_,KOKOM,als,als
296,Ernst,_,NE,Ernst,Ernst
297,Hess,_,NE,Hess,Hess
298,geboren,_,VVPP,gebären,geboren
299,.,_,$.,.,.
300,Er,_,PPER,er,Er
301,war,_,VAFIN,sein,war
302,von,_,APPR,von,von
303,1961,_,CARD,1961,1961
304,bis,_,APPR,bis,bis
305,1994,_,CARD,1994,1994
306,Spiegel-Reporter,_,NN,Spiegel-Reporter,Spiegel-Reporter
307,und,_,KON,und,und
308,schrieb,_,VVFIN,schreiben,schrieb
309,unter,_,APPR,unter,unter
310,dem,_,ART,der,dem
311,Pseudonym,_,NN,Pseudonym,Pseudonym
312,Peter,_,NE,Peter,Peter
313,Brügge,_,NE,Brügge,Brügge
314,.,_,$.,.,.
315,Damit,_,PAV,damit,Damit
316,war,_,VAFIN,sein,war
317,er,_,PPER,er,er
318,neben,_,APPR,neben,neben
319,Rudolf,_,NE,Rudolf,Rudolf
320,Augstein,_,NE,Augstein,Augstein
321,(,_,$(,(,(
322,Pseudonym,_,NN,Pseudonym,Pseudonym
323,Jens,_,NE,Jens,Jens
324,Daniel,_,NE,Daniel,Daniel
325,),_,$(,),)
326,einer,_,PIS,einer,einer
327,der,_,ART,der,der
328,wenigen,_,ADJA,wenig,wenigen
329,Spiegel-Autoren,_,NN,Spiegel-Autor,Spiegel-Autoren
330,",",_,"$,",",",","
331,die,_,PRELS,der,die
332,nicht,_,PTKNEG,nicht,nicht
333,unter,_,APPR,unter,unter
334,ihrem,_,PPOSAT,ihr,ihrem
335,Namen,_,NN,Name,Namen
336,schrieben,_,VVFIN,schreiben,schrieben
337,.,_,$.,.,.
338,1966,_,CARD,1966,1966
339,wurde,_,VAFIN,werden,wurde
340,er,_,PPER,er,er
341,mit,_,APPR,mit,mit
342,dem,_,ART,der,dem
343,Theodor-Wolff-Preis,_,NN,Theodor-Wolff-Preis,Theodor-Wolff-Preis
344,ausgezeichnet,_,VVPP,auszeichnen,ausgezeichnet
345,.,_,$.,.,.
346,Für,_,APPR,für,Für
347,seine,_,PPOSAT,sein,seine
348,Arbeit,_,NN,Arbeit,Arbeit
349,Herr,_,NN,Herr,Herr
350,Meier,_,NE,Meier,Meier
351,",",_,"$,",",",","
352,wo,_,PWAV,wo,wo
353,Blumen,_,NN,Blume,Blumen
354,",",_,"$,",",",","
355,wo,_,PWAV,wo,wo
356,Sommer,_,NN,Sommer,Sommer
357,?,_,$.,?,?
358,im,_,APPRART,in,im
359,Spiegel,_,NE,Spiegel,Spiegel
360,wurde,_,VAFIN,werden,wurde
361,er,_,PPER,er,er
362,1980,_,CARD,1980,1980
363,mit,_,APPR,mit,mit
364,dem,_,ART,der,dem
365,Egon-Erwin-Kisch-Preis,_,NN,Egon-Erwin-Kisch-Preis,Egon-Erwin-Kisch-Preis
366,ausgezeichnet,_,VVPP,auszeichnen,ausgezeichnet
367,.,_,$.,.,.
368,Die,_,ART,der,Die
369,Reportage,_,NN,Reportage,Reportage
370,über,_,APPR,über,über
371,vietnamesische,_,ADJA,vietnamesisch,vietnamesische
372,Flüchtlinge,_,NN,Flüchtling,Flüchtlinge
373,",",_,"$,",",",","
374,die,_,PRELS,der,die
375,in,_,APPR,in,in
376,einem,_,ART,ein,einem
377,oberbayerischen,_,ADJA,oberbayerisch,oberbayerischen
378,Dorf,_,NN,Dorf,Dorf
379,Zuflucht,_,NN,Zuflucht,Zuflucht
380,finden,_,VVFIN,finden,finden
381,",",_,"$,",",",","
382,beschäftigt,_,VVFIN,beschäftigen,beschäftigt
383,sich,_,PRF,sich,sich
384,mit,_,APPR,mit,mit
385,der,_,ART,der,der
386,allmählichen,_,ADJA,allmählich,allmählichen
387,Stimmungsveränderung,_,NN,Stimmungsveränderung,Stimmungsveränderung
388,unter,_,APPR,unter,unter
389,den,_,ART,der,den
390,„,_,$(,„,„
391,Einheimischen,_,NN,Einheimische,Einheimischen
392,“,_,$(,“,“
393,zu,_,APPR,zu,zu
394,Ungunsten,_,NN,Ungunst,Ungunsten
395,der,_,ART,der,der
396,Flüchtlinge,_,NN,Flüchtling,Flüchtlinge
397,.,_,$.,.,.
398,Schlachtfest,_,NN,Schlachtfest,Schlachtfest
399,für,_,APPR,für,für
400,Führungskräfte,_,NN,Führungskraft,Führungskräfte
401,-,_,$(,-,-
402,die,_,ART,der,die
403,sechziger,_,ADJA,sechziger,sechziger
404,Jahre,_,NN,Jahr,Jahre
405,der,_,ART,der,der
406,Republik,_,NN,Republik,Republik
407,.,_,$.,.,.
408,Bertelsmann,_,NE,Bertelsmann,Bertelsmann
409,",",_,"$,",",",","
410,München,_,NE,München,München
411,1989,_,CARD,1989,1989
412,",",_,"$,",",",","
413,ISBN,_,NN,ISBN,ISBN
414,3-570-02690-6,_,CARD,3-570-02690-6,3-570-02690-6
415,.,_,$.,.,.
416,Die,_,ART,der,Die
417,Anthroposophen,_,NN,Anthroposoph,Anthroposophen
418,-,_,$(,-,-
419,Waldorfschule,_,NN,Waldorfschule,Waldorfschule
420,",",_,"$,",",",","
421,biodynamischer,_,ADJA,biodynamisch,biodynamischer
422,Landbau,_,NN,Landbau,Landbau
423,",",_,"$,",",",","
424,Ganzheitsmedizin,_,NN,Ganzheitsmedizin,Ganzheitsmedizin
425,",",_,"$,",",",","
426,kosmische,_,ADJA,kosmisch,kosmische
427,Heilslehre,_,NN,Heilslehre,Heilslehre
428,.,_,$.,.,.
429,Das,_,ART,der,Das
430,Glasmuseum,_,NN,Glasmuseum,Glasmuseum
431,Mariahilf,_,NE,Mariahilf,Mariahilf
432,ist,_,VAFIN,sein,ist
433,ein,_,ART,ein,ein
434,Museum,_,NN,Museum,Museum
435,im,_,APPRART,in,im
436,6.,_,ADJA,6.,6.
437,Wiener,_,ADJA,Wiener,Wiener
438,Gemeindebezirk,_,NN,Gemeindebezirk,Gemeindebezirk
439,Mariahilf,_,NE,Mariahilf,Mariahilf
440,.,_,$.,.,.
441,Das,_,ART,der,Das
442,im,_,APPRART,in,im
443,Oktober,_,NN,Oktober,Oktober
444,2008,_,CARD,2008,2008
445,eröffnete,_,ADJA,eröffnet,eröffnete
446,Museum,_,NN,Museum,Museum
447,befindet,_,VVFIN,befinden,befindet
448,sich,_,PRF,sich,sich
449,im,_,APPRART,in,im
450,Bezirksmuseum,_,NN,Bezirksmuseum,Bezirksmuseum
451,Mariahilf,_,NE,Mariahilf,Mariahilf
452,.,_,$.,.,.
453,Als,_,KOKOM,als,Als
454,erstes,_,ADJA,erster,erstes
455,Museum,_,NN,Museum,Museum
456,für,_,APPR,für,für
457,Glasmalerei,_,NN,Glasmalerei,Glasmalerei
458,in,_,APPR,in,in
459,Österreich,_,NE,Österreich,Österreich
460,beinhaltet,_,VVFIN,beinhalten,beinhaltet
461,es,_,PPER,es,es
462,eine,_,ART,ein,eine
463,Sammlung,_,NN,Sammlung,Sammlung
464,und,_,KON,und,und
465,ein,_,ART,ein,ein
466,Archiv,_,NN,Archiv,Archiv
467,für,_,APPR,für,für
468,Glasmalerei,_,NN,Glasmalerei,Glasmalerei
469,und,_,KON,und,und
470,Glasergewerbe,_,NN,Glasergewerbe,Glasergewerbe
471,in,_,APPR,in,in
472,Wien,_,NE,Wien,Wien
473,mit,_,APPR,mit,mit
474,Augenmerk,_,NN,Augenmerk,Augenmerk
475,auf,_,APPR,auf,auf
476,Glasmalerei,_,NN,Glasmalerei,Glasmalerei
477,",",_,"$,",",",","
478,Kunstverglasungen,_,NN,Kunstverglasung,Kunstverglasungen
479,und,_,KON,und,und
480,veredeltem,_,ADJA,veredelt,veredeltem
481,Flachglas,_,NN,Flachglas,Flachglas
482,.,_,$.,.,.
483,Einen,_,ART,ein,Einen
484,Schwerpunkt,_,NN,Schwerpunkt,Schwerpunkt
485,bilden,_,VVFIN,bilden,bilden
486,die,_,ART,der,die
487,ehemaligen,_,ADJA,ehemalig,ehemaligen
488,Werkstätten,_,NN,Werkstatt,Werkstätten
489,im,_,APPRART,in,im
490,6.,_,ADJA,6.,6.
491,Bezirk,_,NN,Bezirk,Bezirk
492,",",_,"$,",",",","
493,wie,_,KOKOM,wie,wie
494,die,_,ART,der,die
495,Glasmalerei,_,NN,Glasmalerei,Glasmalerei
496,Carl,_,NE,Carl,Carl
497,Geyling’s,_,NE,Geyling,Geyling’s
498,Erben,_,NN,Erbe,Erben
499,und,_,KON,und,und
500,die,_,ART,der,die
501,Filiale,_,NN,Filiale,Filiale
502,der,_,ART,der,der
503,Tiroler,_,ADJA,Tiroler,Tiroler
504,Glasmalerei,_,NN,Glasmalerei,Glasmalerei
505,",",_,"$,",",",","
506,aber,_,KON,aber,aber
507,auch,_,ADV,auch,auch
508,die,_,ART,der,die
509,Mollardschule,_,NN,Mollardschule,Mollardschule
510,und,_,KON,und,und
511,viele,_,PIAT,vieler,viele
512,kleinere,_,ADJA,klein,kleinere
513,Betriebe,_,NN,Betrieb,Betriebe
514,",",_,"$,",",",","
515,die,_,PRELS,der,die
516,in,_,APPR,in,in
517,Vergessenheit,_,NN,Vergessenheit,Vergessenheit
518,gerieten,_,VVFIN,geraten,gerieten
519,.,_,$.,.,.
520,Von,_,APPR,von,Von
521,den,_,ART,der,den
522,genannten,_,ADJA,genannt,genannten
523,Institutionen,_,NN,Institution,Institutionen
524,stammen,_,VVFIN,stammen,stammen
525,die,_,ART,der,die
526,meisten,_,PIDAT,meister,meisten
527,Leihgaben,_,NN,Leihgabe,Leihgaben
528,.,_,$.,.,.
529,Gezeigt,_,VVPP,zeigen,Gezeigt
530,werden,_,VAFIN,werden,werden
531,unter,_,APPR,unter,unter
532,anderem,_,PIS,anderer,anderem
533,Originale,_,NN,Original,Originale
534,",",_,"$,",",",","
535,Fotografien,_,NN,Fotografie,Fotografien
536,",",_,"$,",",",","
537,Urkunden,_,NN,Urkunde,Urkunden
538,",",_,"$,",",",","
539,Skizzen,_,NN,Skizze,Skizzen
540,",",_,"$,",",",","
541,Kartons,_,NN,Karton,Kartons
542,oder,_,KON,oder,oder
543,Werkzeug,_,NN,Werkzeug,Werkzeug
544,",",_,"$,",",",","
545,welche,_,PRELS,welcher,welche
546,die,_,ART,der,die
547,Produktion,_,NN,Produktion,Produktion
548,und,_,KON,und,und
549,Verwendung,_,NN,Verwendung,Verwendung
550,sowie,_,KON,sowie,sowie
551,die,_,ART,der,die
552,kunsthistorische,_,ADJA,kunsthistorisch,kunsthistorische
553,Bedeutung,_,NN,Bedeutung,Bedeutung
554,von,_,APPR,von,von
555,Glasmalerei,_,NN,Glasmalerei,Glasmalerei
556,verdeutlichen,_,VVFIN,verdeutlichen,verdeutlichen
557,.,_,$.,.,.
558,Geplant,_,VVPP,planen,Geplant
559,sind,_,VAFIN,sein,sind
560,neben,_,APPR,neben,neben
561,der,_,ART,der,der
562,Dauerpräsentation,_,NN,Dauerpräsentation,Dauerpräsentation
563,zur,_,APPRART,zu,zur
564,Herstellung,_,NN,Herstellung,Herstellung
565,und,_,KON,und,und
566,Technik,_,NN,Technik,Technik
567,von,_,APPR,von,von
568,Glasmalerei,_,NN,Glasmalerei,Glasmalerei
569,jährliche,_,ADJA,jährlich,jährliche
570,Sonderausstellungen,_,NN,Sonderausstellung,Sonderausstellungen
571,",",_,"$,",",",","
572,Vorträge,_,NN,Vortrag,Vorträge
573,und,_,KON,und,und
574,Exkursionen,_,NN,Exkursion,Exkursionen
575,in,_,APPR,in,in
576,eine,_,ART,ein,eine
577,traditionsreiche,_,ADJA,traditionsreich,traditionsreiche
578,Glasmalereiwerkstatt,_,NN,Glasmalereiwerkstatt,Glasmalereiwerkstatt
579,.,_,$.,.,.
580,Angelo,_,NE,Angelo,Angelo
581,Cella,_,NE,Cella,Cella
582,studierte,_,VVFIN,studieren,studierte
583,Geisteswissenschaften,_,NN,Geisteswissenschaft,Geisteswissenschaften
584,am,_,APPRART,an,am
585,Seminar,_,NN,Seminar,Seminar
586,der,_,ART,der,der
587,Heimatdiözese,_,NN,Heimatdiözese,Heimatdiözese
588,Vittorio,_,NE,Vittorio,Vittorio
589,Veneto,_,NE,Veneto,Veneto
590,.,_,$.,.,.
591,1943,_,CARD,1943,1943
592,trat,_,VVFIN,treten,trat
593,er,_,PPER,er,er
594,der,_,ART,der,der
595,Ordensgemeinschaft,_,NN,Ordensgemeinschaft,Ordensgemeinschaft
596,der,_,ART,der,der
597,Herz-Jesu-Missionare,_,NN,Herz-Jesu-Missionar,Herz-Jesu-Missionare
598,bei,_,PTKVZ,bei,bei
599,.,_,$.,.,.
600,Nach,_,APPR,nach,Nach
601,dem,_,ART,der,dem
602,Studium,_,NN,Studium,Studium
603,der,_,ART,der,der
604,Katholischen,_,ADJA,katholisch,Katholischen
605,Theologie,_,NN,Theologie,Theologie
606,und,_,KON,und,und
607,Philosophie,_,NN,Philosophie,Philosophie
608,an,_,APPR,an,an
609,der,_,ART,der,der
610,Päpstlichen,_,ADJA,päpstlich,Päpstlichen
611,Universität,_,NN,Universität,Universität
612,Gregoriana,_,NE,Gregoriana,Gregoriana
613,in,_,APPR,in,in
614,Rom,_,NE,Rom,Rom
615,empfing,_,VVFIN,empfangen,empfing
616,er,_,PPER,er,er
617,am,_,APPRART,an,am
618,18.,_,ADJA,18.,18.
619,Dezember,_,NN,Dezember,Dezember
620,1948,_,CARD,1948,1948
621,die,_,ART,der,die
622,Priesterweihe,_,NN,Priesterweihe,Priesterweihe
623,.,_,$.,.,.
624,Zwischen,_,APPR,zwischen,Zwischen
625,1950,_,CARD,1950,1950
626,und,_,KON,und,und
627,1956,_,CARD,1956,1956
628,war,_,VAFIN,sein,war
629,er,_,PPER,er,er
630,Direktor,_,NN,Direktor,Direktor
631,des,_,ART,der,des
632,Theologieseminars,_,NN,Theologieseminar,Theologieseminars
633,seines,_,PPOSAT,sein,seines
634,Ordens,_,NN,Orden,Ordens
635,",",_,"$,",",",","
636,ab,_,APPR,ab,ab
637,1956,_,CARD,1956,1956
638,Pfarrer,_,NN,Pfarrer,Pfarrer
639,in,_,APPR,in,in
640,der,_,ART,der,der
641,Gemeinde,_,NN,Gemeinde,Gemeinde
642,Santa,_,NE,Santa,Santa
643,Teresa,_,NE,Teresa,Teresa
644,di,_,NE,di,di
645,Gesù,_,NE,Gesù,Gesù
646,Bambino,_,NE,Bambino,Bambino
647,in,_,APPR,in,in
648,Palermo,_,NE,Palermo,Palermo
649,.,_,$.,.,.
650,Später,_,ADV,später,Später
651,war,_,VAFIN,sein,war
652,er,_,PPER,er,er
653,Regens,_,NN,Regens,Regens
654,des,_,ART,der,des
655,Priesterseminars,_,NN,Priesterseminar,Priesterseminars
656,in,_,APPR,in,in
657,Palermo,_,NE,Palermo,Palermo
658,",",_,"$,",",",","
659,Sekretär,_,NN,Sekretär,Sekretär
660,im,_,APPRART,in,im
661,Nebenamt,_,NN,Nebenamt,Nebenamt
662,der,_,ART,der,der
663,Sizilianischen,_,ADJA,Sizilianisch,Sizilianischen
664,Bischofskonferenz,_,NN,Bischofskonferenz,Bischofskonferenz
665,und,_,KON,und,und
666,Bischofsvikar,_,NN,Bischofsvikar,Bischofsvikar
667,für,_,APPR,für,für
668,die,_,ART,der,die
669,Pastoral,_,NN,Pastoral,Pastoral
670,im,_,APPRART,in,im
671,Erzbistum,_,NN,Erzbistum,Erzbistum
672,Palermo,_,NE,Palermo,Palermo
673,.,_,$.,.,.
674,1975,_,CARD,1975,1975
675,wurde,_,VAFIN,werden,wurde
676,er,_,PPER,er,er
677,von,_,APPR,von,von
678,Paul,_,NE,Paul,Paul
679,VI.,_,CARD,VI.,VI.
680,zum,_,APPRART,zu,zum
681,Titularbischof,_,NN,Titularbischof,Titularbischof
682,von,_,APPR,von,von
683,Vissalsa,_,NE,Vissalsa,Vissalsa
684,und,_,KON,und,und
685,zum,_,APPRART,zu,zum
686,Weihbischof,_,NN,Weihbischof,Weihbischof
687,im,_,APPRART,in,im
