,token,tag,tag_STTS,lemma_gold,baseline
96,worden,AUX,VAPP,werden,worden
97,sind,AUX,VAFIN,sein,sind
98,.,PUNCT,$.,.,.
99,_,UNK,--,--,_
100,Erst,ADV,ADV,erst,Erst
101,kommt,VERB,VVFIN,kommen,kommt
102,also,ADV,ADV,also,also
103,:,PUNCT,$.,:,:
104,_,UNK,--,--,_
105,Haben,AUX,VAFIN,haben,Haben
106,Frauen,NOUN,NN,Frau,Frauen
107,andere,ADJ,ADJA,ander,andere
108,Interessen,NOUN,NN,Interesse,Interessen
109,als,CONJ,KOKOM,als,als
110,Männer,NOUN,NN,Mann,Männer
111,?,PUNCT,$.,?,?
112,_,UNK,--,--,_
113,Ich,PRON,PPER,ich,Ich
114,gehe,VERB,VVFIN,gehen,gehe
115,von,ADP,APPR,von,von
116,der,DET,ART,d,der
117,Vorstellung,NOUN,NN,Vorstellung,Vorstellung
118,aus,PART,PTKVZ,aus,aus
119,",",PUNCT,"$,",",",","
120,dass,SCONJ,KOUS,dass,dass
121,Interessen,NOUN,NN,Interesse,Interessen
122,von,ADP,APPR,von,von
123,Werten,NOUN,NN,Wert,Werten
124,abhängig,ADJ,ADJD,abhängig,abhängig
125,sind,AUX,VAFIN,sein,sind
126,.,PUNCT,$.,.,.
127,_,UNK,--,--,_
128,So,ADV,ADV,so,So
129,sind,AUX,VAFIN,sein,sind
130,die,DET,ART,d,die
131,Interessen,NOUN,NN,Interesse,Interessen
132,der,DET,ART,d,der
133,Frauen,NOUN,NN,Frau,Frauen
134,eine,DET,ART,ein,eine
135,Widerspiegelung,NOUN,NN,Widerspiegelung,Widerspiegelung
136,der,DET,ART,d,der
137,Werte,NOUN,NN,Wert,Werte
138,der,DET,ART,d,der
139,Frauen,NOUN,NN,Frau,Frauen
140,.,PUNCT,$.,.,.
141,_,UNK,--,--,_
142,Welche,DET,PWAT,welch,Welche
143,sich,PRON,PRF,sich,sich
144,von,ADP,APPR,von,von
145,männlichen,ADJ,ADJA,männlich,männlichen
146,Werten,NOUN,NN,Wert,Werten
147,unterscheidende,ADJ,ADJA,unterscheidend,unterscheidende
148,Werte,NOUN,NN,Wert,Werte
149,könnten,VERB,VMFIN,können,könnten
150,Frauen,NOUN,NN,Frau,Frauen
151,haben,AUX,VAINF,haben,haben
152,?,PUNCT,$.,?,?
153,_,UNK,--,--,_
154,Überzeugt,VERB,VVPP,überzeugt,Überzeugt
155,davon,ADV,PAV,davon,davon
156,",",PUNCT,"$,",",",","
157,dass,SCONJ,KOUS,dass,dass
158,es,PRON,PPER,es,es
159,etwas,PRON,PIS,etwas,etwas
160,wie,CONJ,KOKOM,wie,wie
161,universelle,ADJ,ADJA,universell,universelle
162,",",PUNCT,"$,",",",","
163,grundlegende,ADJ,ADJA,grundlegend,grundlegende
164,Werte,NOUN,NN,Wert,Werte
165,gibt,VERB,VVFIN,geben,gibt
166,(,PUNCT,$(,(,(
167,z.,ADP,APPRART,z.,z.
168,B.,NOUN,NN,B.,B.
169,geht,VERB,VVFIN,gehen,geht
170,es,PRON,PPER,es,es
171,darum,ADV,PAV,darum,darum
172,nicht,PART,PTKNEG,nicht,nicht
173,auszusterben,VERB,VVIZU,aussterben,auszusterben
174,",",PUNCT,"$,",",",","
175,und,CONJ,KON,und,und
176,dabei,ADV,PAV,dazu,dabei
177,ist,AUX,VAFIN,sein,ist
178,man,PRON,PIS,man,man
179,ja,ADV,ADV,ja,ja
180,von|,ADP,APPR,von,von|
181,einander,PRON,PRF,einander,einander
182,abhängig,ADJ,ADJD,abhängig,abhängig
183,),PUNCT,$(,),)
184,",",PUNCT,"$,",",",","
185,behaupte,VERB,VVFIN,behaupten,behaupte
186,ich,PRON,PPER,ich,ich
187,gleichzeitig,ADJ,ADJD,gleichzeitig,gleichzeitig
188,",",PUNCT,"$,",",",","
189,dass,SCONJ,KOUS,dass,dass
190,Menschen,NOUN,NN,Mensch,Menschen
191,gemeinsame,ADJ,ADJA,gemeinsam,gemeinsame
192,",",PUNCT,"$,",",",","
193,grundlegende,ADJ,ADJA,grundlegend,grundlegende
194,Interessen,NOUN,NN,Interesse,Interessen
195,haben,AUX,VAFIN,haben,haben
196,.,PUNCT,$.,.,.
197,_,UNK,--,--,_
198,Daraus,ADV,PAV,daraus,Daraus
199,folgt,VERB,VVFIN,folgen,folgt
200,",",PUNCT,"$,",",",","
201,dass,SCONJ,KOUS,dass,dass
202,Frauen,NOUN,NN,Frau,Frauen
203,und,CONJ,KON,und,und
204,Männer,NOUN,NN,Mann,Männer
205,grundsätzlich,ADJ,ADJD,grundsätzlich,grundsätzlich
206,dieselben,DET,PDAT,derselbe,dieselben
207,Interessen,NOUN,NN,Interesse,Interessen
208,haben,AUX,VAFIN,haben,haben
209,.,PUNCT,$.,.,.
210,_,UNK,--,--,_
211,Wie,ADV,PWAV,wie,Wie
212,könnte,VERB,VMFIN,können,könnte
213,eine,DET,ART,ein,eine
214,Frau,NOUN,NN,Frau,Frau
215,dann,ADV,ADV,dann,dann
216,-,PUNCT,$(,-,-
217,in,ADP,APPR,in,in
218,der,DET,ART,d,der
219,Länge,NOUN,NN,Länge,Länge
220,-,PUNCT,$(,-,-
221,Interessen,NOUN,NN,Interesse,Interessen
222,verfolgen,VERB,VVINF,verfolgen,verfolgen
223,",",PUNCT,"$,",",",","
224,die,PRON,PRELS,d,die
225,gegen,ADP,APPR,gegen,gegen
226,die,DET,ART,d,die
227,Interessen,NOUN,NN,Interesse,Interessen
228,ihres,DET,PPOSAT,ihr,ihres
229,Mannes,NOUN,NN,Mann,Mannes
230,sein,AUX,VAINF,sein,sein
231,könnten,VERB,VMFIN,können,könnten
232,?,PUNCT,$.,?,?
233,_,UNK,--,--,_
234,Verlangt,VERB,VVFIN,verlangen,Verlangt
235,-,PUNCT,$(,-,-
236,oder,CONJ,KON,oder,oder
237,verfolgt,VERB,VVFIN,verfolgen,verfolgt
238,-,PUNCT,$(,-,-
239,sie,PRON,PPER,sie,sie
240,etwas,PRON,PIS,etwas,etwas
241,Exorbitantes,NOUN,NN,Exorbitante,Exorbitantes
242,",",PUNCT,"$,",-,","
243,wird,AUX,VAFIN,werden,wird
244,der,DET,ART,d,der
245,Mann,NOUN,NN,Mann,Mann
246,das,DET,ART,d,das
247,Verhältnis,NOUN,NN,Verhältnis,Verhältnis
248,aufgeben,VERB,VVINF,aufgeben,aufgeben
249,.,PUNCT,$.,.,.
250,_,UNK,--,--,_
251,Beharrt,VERB,VVFIN,beharren,Beharrt
252,sie,PRON,PPER,sie,sie
253,darauf,ADV,PAV,darauf,darauf
254,",",PUNCT,"$,",",",","
255,bleibt,VERB,VVFIN,bleiben,bleibt
256,sie,PRON,PPER,sie,sie
257,Single,NOUN,NN,Single,Single
258,",",PUNCT,"$,",",",","
259,und,CONJ,KON,und,und
260,sie,PRON,PPER,sie,sie
261,stirbt,VERB,VVFIN,sterben,stirbt
262,aus,PART,PTKVZ,aus,aus
263,.,PUNCT,$.,.,.
264,_,UNK,--,--,_
265,Das,DET,ART,d,Das
266,Umgekehrte,NOUN,NN,Umgekehrte,Umgekehrte
267,gilt,VERB,VVFIN,gelten,gilt
268,für,ADP,APPR,für,für
269,Männer,NOUN,NN,Mann,Männer
270,:,PUNCT,$.,:,:
271,_,UNK,--,--,_
272,Sie,PRON,PPER,sie,Sie
273,werden,AUX,VAFIN,werden,werden
274,verlassen,VERB,VVPP,verlassen,verlassen
275,",",PUNCT,"$,",",",","
276,wenn,SCONJ,KOUS,wenn,wenn
277,sie,PRON,PPER,sie,sie
278,unerträglich,ADJ,ADJD,unerträglich,unerträglich
279,sind,AUX,VAFIN,sein,sind
280,.,PUNCT,$.,.,.
281,_,UNK,--,--,_
282,In,ADP,APPR,in,In
283,der,DET,ART,d,der
284,Länge,NOUN,NN,Länge,Länge
285,kann,VERB,VMFIN,können,kann
286,man,PRON,PIS,man,man
287,Egoismus,NOUN,NN,Egoismus,Egoismus
288,nicht,PART,PTKNEG,nicht,nicht
289,übertreiben,VERB,VVINF,übertreiben,übertreiben
290,.,PUNCT,$.,.,.
291,_,UNK,--,--,_
292,Sonst,ADV,ADV,sonst,Sonst
293,sinkt,VERB,VVFIN,sinken,sinkt
294,die,DET,ART,d,die
295,Geburtenrate,NOUN,NN,Geburtenrate,Geburtenrate
296,.,PUNCT,$.,.,.
297,_,UNK,--,--,_
298,So,ADV,ADV,so,So
299,einfach,ADJ,ADJD,einfach,einfach
300,ist,AUX,VAFIN,sein,ist
301,es,PRON,PPER,es,es
302,.,PUNCT,$.,.,.
303,_,UNK,--,--,_
304,Siehe,VERB,VVIMP,sehen,Siehe
305,nur,ADV,ADV,nur,nur
306,Russland,PROPN,NE,Russland,Russland
307,",",PUNCT,"$,",",",","
308,Italien,PROPN,NE,Italien,Italien
309,",",PUNCT,"$,",",",","
310,Spanien,PROPN,NE,Spanien,Spanien
311,und,CONJ,KON,und,und
312,Deutschland,PROPN,NE,Deutschland,Deutschland
313,.,PUNCT,$.,.,.
314,_,UNK,--,--,_
315,Da,SCONJ,KOUS,da,Da
316,ich,PRON,PPER,ich,ich
317,also,ADV,ADV,also,also
318,der,DET,ART,d,der
319,Auffassung,NOUN,NN,Auffassung,Auffassung
320,bin,AUX,VAFIN,sein,bin
321,",",PUNCT,"$,",",",","
322,dass,SCONJ,KOUS,dass,dass
323,Frauen,NOUN,NN,Frau,Frauen
324,und,CONJ,KON,und,und
325,Männer,NOUN,NN,Mann,Männer
326,Interessen,NOUN,NN,Interesse,Interessen
327,teilen,VERB,VVFIN,teilen,teilen
328,(,PUNCT,$(,(,(
329,damit,ADV,PAV,damit,damit
330,teile,VERB,VVFIN,teilen,teile
331,ich,PRON,PPER,ich,ich
332,die,DET,ART,d,die
333,Auffassung,NOUN,NN,Auffassung,Auffassung
334,mit,ADP,APPR,mit,mit
335,dem,DET,ART,d,dem
336,Altpremierminister,NOUN,NN,Altpremierminister,Altpremierminister
337,in,ADP,APPR,in,in
338,Schweden,PROPN,NE,Schweden,Schweden
339,",",PUNCT,"$,",",",","
340,Göran,PROPN,NE,Göran,Göran
341,Persson,PROPN,NE,Persson,Persson
342,",",PUNCT,"$,",",",","
343,der,PRON,PRELS,d,der
344,sich,PRON,PRF,sich,sich
345,als,ADP,APPR,als,als
346,Feminist,NOUN,NN,Feminist,Feminist
347,bezeichnet,VERB,VVPP,bezeichnen,bezeichnet
348,hat,AUX,VAFIN,haben,hat
349,),PUNCT,$(,),)
350,",",PUNCT,"$,",",",","
351,muss,VERB,VMFIN,müssen,muss
352,ich,PRON,PPER,ich,ich
353,zurückweisen,VERB,VVINF,zurückweisen,zurückweisen
354,",",PUNCT,"$,",",",","
355,dass,SCONJ,KOUS,dass,dass
356,es,PRON,PPER,es,es
357,Interessen,NOUN,NN,Interesse,Interessen
358,gibt,VERB,VVFIN,geben,gibt
359,",",PUNCT,"$,",",",","
360,(,PUNCT,$(,(,(
361,die,PRON,PRELS,d,die
362,man,PRON,PIS,man,man
363,ernstnehmen,VERB,VVINF,ernstnehmen,ernstnehmen
364,kann,VERB,VMFIN,können,kann
365,),PUNCT,$(,),)
366,",",PUNCT,"$,",",",","
367,die,PRON,PRELS,d,die
368,Frauen,NOUN,NN,Frau,Frauen
369,und,CONJ,KON,und,und
370,Männer,NOUN,NN,Mann,Männer
371,nicht,PART,PTKNEG,nicht,nicht
372,teilen,VERB,VVINF,teilen,teilen
373,können,VERB,VMFIN,können,können
374,.,PUNCT,$.,.,.
375,_,UNK,--,--,_
376,Daraus,ADV,PAV,daraus,Daraus
377,folgt,VERB,VVFIN,folgen,folgt
378,",",PUNCT,"$,",",",","
379,dass,SCONJ,KOUS,dass,dass
380,der,DET,ART,d,der
381,Feminismus,NOUN,NN,Feminismus,Feminismus
382,den,DET,ART,d,den
383,Interessen,NOUN,NN,Interesse,Interessen
384,sowohl,CONJ,KON,sowohl,sowohl
385,der,DET,ART,d,der
386,Männer,NOUN,NN,Mann,Männer
387,als,CONJ,KON,als,als
388,auch,ADV,ADV,auch,auch
389,der,DET,ART,d,der
390,Frauen,NOUN,NN,Frau,Frauen
391,dient,VERB,VVFIN,dienen,dient
392,.,PUNCT,$.,.,.
393,_,UNK,--,--,_
394,Deshalb,ADV,PAV,deshalb,Deshalb
395,hat,AUX,VAFIN,haben,hat
396,die,DET,ART,d,die
397,Frage,NOUN,NN,Frage,Frage
398,keine,DET,PIAT,kein,keine
399,Legitimität,NOUN,NN,Legitimität,Legitimität
400,.,PUNCT,$.,.,.
401,_,UNK,--,--,_
402,Ich,PRON,PPER,ich,Ich
403,wünsche,VERB,VVFIN,wünsche,wünsche
404,ein,DET,ART,ein,ein
405,schönes,ADJ,ADJA,schön,schönes
406,Wochenende,NOUN,NN,Wochenende,Wochenende
407,.,PUNCT,$.,.,.
408,_,UNK,--,--,_
409,Heutzutage,ADV,ADV,heutzutage,Heutzutage
410,viele,PRON,PIS,viel,viele
411,beklagen,VERB,VVFIN,beklagen,beklagen
412,sich,PRON,PRF,sich,sich
413,",",PUNCT,"$,",",",","
414,dass,SCONJ,KOUS,dass,dass
415,das,DET,ART,d,das
416,Wissen,NOUN,NN,Wissen,Wissen
417,",",PUNCT,"$,",",",","
418,das,PRON,PRELS,d,das
419,in,ADP,APPR,in,in
420,Universitäten,NOUN,NN,Universität,Universitäten
421,beigebracht,VERB,VVPP,beibringen,beigebracht
422,wird,AUX,VAFIN,werden,wird
423,",",PUNCT,"$,",",",","
424,nichts,PRON,PIS,nichts,nichts
425,zu,PART,PTKZU,zu,zu
426,tun,VERB,VVINF,tun,tun
427,mit,ADP,APPR,mit,mit
428,der,DET,ART,d,der
429,sogenannten,ADJ,ADJA,sogenannt,sogenannten
430,wirklichen,ADJ,ADJA,wirklich,wirklichen
431,Welt,NOUN,NN,Welt,Welt
432,hat,AUX,VAFIN,haben,hat
433,.,PUNCT,$.,.,.
434,_,UNK,--,--,_
435,Viele,DET,PIDAT,viel,Viele
436,Leute,NOUN,NN,Leute,Leute
437,",",PUNCT,"$,",",",","
438,von,ADP,APPR,von,von
439,Wissenschaftlern,NOUN,NN,Wissenschaftler,Wissenschaftlern
440,",",PUNCT,"$,",",",","
441,über,ADP,APPR,über,über
442,Journalisten,NOUN,NN,Journalisten,Journalisten
443,",",PUNCT,"$,",",",","
444,bis,ADP,APPR,bis,bis
445,zu,ADP,APPR,zu,zu
446,Studenten,NOUN,NN,Student,Studenten
447,sind,AUX,VAFIN,sein,sind
448,also,ADV,ADV,also,also
449,nicht,PART,PTKNEG,nicht,nicht
450,sicher,ADJ,ADJD,sicher,sicher
451,",",PUNCT,"$,",",",","
452,ob,SCONJ,KOUS,ob,ob
453,es,PRON,PPER,es,es
454,wirklich,ADJ,ADJD,wirklich,wirklich
455,sich,PRON,PRF,sich,sich
456,lohnt,VERB,VVFIN,lohnen,lohnt
457,",",PUNCT,"$,",",",","
458,sich,PRON,PRF,sich,sich
459,auf,ADP,APPR,um,auf
460,einen,DET,ART,ein,einen
461,Studienplatz,NOUN,NN,Studiumplatz,Studienplatz
462,zu,PART,PTKZU,zu,zu
463,bewerben,VERB,VVINF,bewerben,bewerben
464,.,PUNCT,$.,.,.
465,_,UNK,--,--,_
466,Meiner,DET,PPOSAT,mein,Meiner
467,Meinung,NOUN,NN,Meinung,Meinung
468,nach,ADP,APPO,nach,nach
469,es,PRON,PPER,es,es
470,ist,AUX,VAFIN,sein,ist
471,nicht,PART,PTKNEG,nicht,nicht
472,ein,DET,ART,ein,ein
473,Problem,NOUN,NN,Problem,Problem
474,der,DET,ART,d,der
475,Qualität,NOUN,NN,Qualität,Qualität
476,von,ADP,APPR,von,von
477,Universitätsausbildung,NOUN,NN,Universitätsausbildung,Universitätsausbildung
478,.,PUNCT,$.,.,.
479,_,UNK,--,--,_
480,Ich,PRON,PPER,ich,Ich
481,bin,AUX,VAFIN,sein,bin
482,der,DET,ART,d,der
483,Meinung,NOUN,NN,Meinung,Meinung
484,",",PUNCT,"$,",",",","
485,dass,SCONJ,KOUS,dass,dass
486,die,DET,ART,d,die
487,Frage,NOUN,NN,Frage,Frage
488,selbst,ADV,ADV,selbst,selbst
489,falsch,ADJ,ADJD,falsch,falsch
490,ist,AUX,VAFIN,sein,ist
491,",",PUNCT,"$,",",",","
492,denn,CONJ,KON,weil,denn
493,woher,ADV,PWAV,woher,woher
494,kann,VERB,VMFIN,können,kann
495,man,PRON,PIS,man,man
496,wissen,VERB,VVINF,wissen,wissen
497,",",PUNCT,"$,",",",","
498,dass,SCONJ,KOUS,dass,dass
499,Universität,NOUN,NN,Universität,Universität
500,auf,ADP,APPR,auf,auf
501,Herausforderungen,NOUN,NN,Herausforderung,Herausforderungen
502,dieser,DET,PDAT,dies,dieser
503,Welt,NOUN,NN,Welt,Welt
504,Studenten,NOUN,NN,Student,Studenten
505,nicht,PART,PTKNEG,nicht,nicht
506,vorbereitet,VERB,VVFIN,vorbereiten,vorbereitet
507,?,PUNCT,$.,?,?
508,_,UNK,--,--,_
509,Um,SCONJ,KOUI,um,Um
510,diese,DET,PDAT,dies,diese
511,Frage,NOUN,NN,Frage,Frage
512,zu,PART,PTKZU,zu,zu
513,beantworten,VERB,VVINF,beantworten,beantworten
514,",",PUNCT,"$,",",",","
515,muss,VERB,VMFIN,müssen,muss
516,zuerst,ADV,ADV,zuerst,zuerst
517,eine,DET,ART,ein,eine
518,andere,ADJ,ADJA,ander,andere
519,Frage,NOUN,NN,Frage,Frage
520,beantwortet,VERB,VVPP,beantworten,beantwortet
521,werden,AUX,VAINF,werden,werden
522,",",PUNCT,"$,",",",","
523,nämlich,ADV,ADV,nämlich,nämlich
524,:,PUNCT,$.,:,:
525,Was,PRON,PWS,was,Was
526,ist,AUX,VAFIN,sein,ist
527,die,DET,ART,d,die
528,Rolle,NOUN,NN,Rolle,Rolle
529,der,DET,ART,d,der
530,Universität,NOUN,NN,Universität,Universität
531,?,PUNCT,$.,?,?
532,_,UNK,--,--,_
533,Ich,PRON,PPER,ich,Ich
534,glaube,VERB,VVFIN,glauben,glaube
535,",",PUNCT,"$,",",",","
536,dass,SCONJ,KOUS,dass,dass
537,die,DET,ART,d,die
538,Rolle,NOUN,NN,Rolle,Rolle
539,des,DET,ART,d,des
540,Wissens,NOUN,NN,Wissen,Wissens
541,wird,AUX,VAFIN,werden,wird
542,oftmals,ADV,ADV,oftmals,oftmals
543,überschätzt,VERB,VVPP,überschätzen,überschätzt
544,.,PUNCT,$.,.,.
545,_,UNK,--,--,_
546,Vor,ADP,APPR,vor,Vor
547,einem,DET,ART,ein,einem
548,Monat,NOUN,NN,Monat,Monat
549,habe,AUX,VAFIN,haben,habe
550,ich,PRON,PPER,ich,ich
551,ein,DET,ART,ein,ein
552,Interview,NOUN,NN,Interview,Interview
553,mit,ADP,APPR,mit,mit
554,einem,DET,ART,ein,einem
555,französischen,ADJ,ADJA,französisch,französischen
556,Manager,NOUN,NN,Manager,Manager
557,gelesen,VERB,VVPP,lesen,gelesen
558,.,PUNCT,$.,.,.
559,_,UNK,--,--,_
560,Er,PRON,PPER,er,Er
561,sagte,VERB,VVFIN,sagen,sagte
562,",",PUNCT,"$,",",",","
563,dass,SCONJ,KOUS,dass,dass
564,seine,DET,PPOSAT,sein,seine
565,schwachen,ADJ,ADJA,schwach,schwachen
566,Englischkenntnisse,NOUN,NN,Englischkenntnis,Englischkenntnisse
567,ihm,PRON,PPER,er,ihm
568,geholfen,VERB,VVPP,helfen,geholfen
569,haben,AUX,VAFIN,haben,haben
570,",",PUNCT,"$,",",",","
571,erfolgreich,ADJ,ADJD,erfolgreich,erfolgreich
572,zu,PART,PTKZU,zu,zu
573,sein,AUX,VAINF,sein,sein
574,.,PUNCT,$.,.,.
575,_,UNK,--,--,_
576,Außerhalb,ADP,APPR,außerhalb,Außerhalb
577,der,DET,ART,d,der
578,englischsprachigen,ADJ,ADJA,englischsprachig,englischsprachigen
579,Region,NOUN,NN,Region,Region
580,nicht,PART,PTKNEG,nicht,nicht
581,viele,DET,PIDAT,viel,viele
582,Manager,NOUN,NN,Manager,Manager
583,sprechen,VERB,VVFIN,sprechen,sprechen
584,Englisch,NOUN,NN,Englisch,Englisch
585,auf,ADP,APPR,auf,auf
586,einem,DET,ART,ein,einem
587,sehr,ADV,ADV,sehr,sehr
588,hohen,ADJ,ADJA,hoch,hohen
589,Niveau,NOUN,NN,Niveau,Niveau
590,und,CONJ,KON,und,und
591,diejenigen,DET,PDAT,derjenige,diejenigen
592,",",PUNCT,"$,",",",","
593,deren,DET,PRELAT,d,deren
594,Englisch,NOUN,NN,Englisch,Englisch
595,"""",PUNCT,$(,"""",""""
596,zu,PART,PTKA,zu,zu
597,gut,ADJ,ADJD,gut,gut
598,"""",PUNCT,$(,"""",""""
599,war,AUX,VAFIN,sein,war
600,",",PUNCT,"$,",",",","
601,haben,AUX,VAFIN,haben,haben
602,oftmals,ADV,ADV,oftmals,oftmals
603,eine,DET,ART,ein,eine
604,Niederlage,NOUN,NN,Niederlage,Niederlage
605,erlitten,VERB,VVPP,erleiden,erlitten
606,.,PUNCT,$.,.,.
607,_,UNK,--,--,_
608,Natürlich,ADV,ADV,natürlich,Natürlich
609,will,VERB,VMFIN,wollen,will
610,ich,PRON,PPER,ich,ich
611,nicht,PART,PTKNEG,nicht,nicht
612,damit,ADV,PAV,damit,damit
613,sagen,VERB,VVINF,sagen,sagen
614,",",PUNCT,"$,",",",","
615,dass,SCONJ,KOUS,dass,dass
616,Faulenzen,NOUN,NN,Faulenzen,Faulenzen
617,besser,ADJ,ADJD,gut,besser
618,als,CONJ,KOKOM,als,als
619,Studieren,NOUN,NN,Studieren,Studieren
620,ist,AUX,VAFIN,sein,ist
621,",",PUNCT,"$,",",",","
622,sondern,CONJ,KON,sondern,sondern
623,dass,SCONJ,KOUS,dass,dass
624,Wissen,NOUN,NN,Wissen,Wissen
625,nicht,PART,PTKNEG,nicht,nicht
626,immer,ADV,ADV,immer,immer
627,der,DET,ART,d,der
628,wichtigste,ADJ,ADJA,wichtig,wichtigste
629,Faktor,NOUN,NN,Faktor,Faktor
630,ist,AUX,VAFIN,sein,ist
631,.,PUNCT,$.,.,.
632,_,UNK,--,--,_
633,Ich,PRON,PPER,ich,Ich
634,bin,AUX,VAFIN,sein,bin
635,davon,ADV,PAV,davon,davon
636,überzeugt,VERB,VVPP,überzeugen,überzeugt
637,",",PUNCT,"$,",",",","
638,dass,SCONJ,KOUS,dass,dass
639,wichtiger,ADJ,ADJD,wichtig,wichtiger
640,ist,AUX,VAFIN,sein,ist
641,",",PUNCT,"$,",",",","
642,flexibel,ADJ,ADJD,flexibel,flexibel
643,und,CONJ,KON,und,und
644,offen,ADJ,ADJD,offen,offen
645,zu,PART,PTKZU,zu,zu
646,sein,AUX,VAINF,sein,sein
647,.,PUNCT,$.,.,.
648,_,UNK,--,--,_
649,Die,DET,ART,d,Die
650,Pessimisten,NOUN,NN,Pessimist,Pessimisten
651,",",PUNCT,"$,",",",","
652,die,PRON,PRELS,d,die
653,glauben,VERB,VVFIN,glauben,glauben
654,",",PUNCT,"$,",",",","
655,dass,SCONJ,KOUS,dass,dass
656,die,DET,ART,d,die
657,meisten,DET,PIDAT,meist,meisten
658,Universitätsabschlüsse,NOUN,NN,Universitätsabschluss,Universitätsabschlüsse
659,nicht,PART,PTKNEG,nicht,nicht
660,praxisorientiert,ADJ,ADJD,praxisorientiert,praxisorientiert
661,sind,AUX,VAFIN,sein,sind
662,",",PUNCT,"$,",",",","
663,würden,AUX,VAFIN,werden,würden
664,mit,ADP,APPR,mit,mit
665,mir,PRON,PPER,ich,mir
666,nicht,PART,PTKNEG,nicht,nicht
667,einverstanden,ADJ,ADJD,einverstanden,einverstanden
668,sein,AUX,VAINF,sein,sein
669,",",PUNCT,"$,",",",","
670,aber,CONJ,KON,aber,aber
