,token,tag,tag_STTS,lemma_gold,baseline
97,mit,_,APPR,mit,mit
98,Erkenntnissen,_,NN,Erkenntnis,Erkenntnissen
99,",",_,"$,",",",","
100,voll,_,ADJD,voll,voll
101,gepumpt,_,ADJD,gepumpt,gepumpt
102,mit,_,APPR,mit,mit
103,theoretischem,_,ADJA,theoretisch,theoretischem
104,Wissen,_,NN,Wissen,Wissen
105,.,_,$.,.,.
106,Zuhause,_,ADV,zuhause,Zuhause
107,lag,_,VVFIN,liegen,lag
108,nach,_,APPR,nach,nach
109,langem,_,ADJA,lang,langem
110,Krebsleiden,_,NN,Krebsleiden,Krebsleiden
111,die,_,ART,der,die
112,schwer,_,ADJD,schwer,schwer
113,geprüfte,_,ADJA,geprüft,geprüfte
114,Großmutter,_,NN,Großmutter,Großmutter
115,mit,_,APPR,mit,mit
116,ihrem,_,PPOSAT,ihr,ihrem
117,zerfressenen,_,ADJA,zerfressen,zerfressenen
118,Gesicht,_,NN,Gesicht,Gesicht
119,.,_,$.,.,.
120,Mir,_,PPER,ich,Mir
121,aber,_,ADV,aber,aber
122,war,_,VAFIN,sein,war
123,der,_,ART,der,der
124,Mund,_,NN,Mund,Mund
125,verschlossen,_,VVPP,verschlossen,verschlossen
126,.,_,$.,.,.
127,Kein,_,PIAT,kein,Kein
128,Gebetssatz,_,NN,Gebetssatz,Gebetssatz
129,war,_,VAFIN,sein,war
130,abrufbar,_,ADJD,abrufbar,abrufbar
131,",",_,"$,",",",","
132,keine,_,PIS,keiner,keine
133,der,_,ART,der,der
134,vielen,_,PIAT,vieler,vielen
135,einst,_,ADV,einst,einst
136,auswendig,_,ADV,auswendig,auswendig
137,gelernten,_,ADJA,gelernt,gelernten
138,Liedzeilen,_,NN,Liedzeile,Liedzeilen
139,.,_,$.,.,.
140,Schrecklich,_,ADJD,schrecklich,Schrecklich
141,",",_,"$,",",",","
142,unvorstellbar,_,ADJD,unvorstellbar,unvorstellbar
143,schrecklich,_,ADJD,schrecklich,schrecklich
144,!,_,$.,!,!
145,Seit,_,APPR,seit,Seit
146,jenem,_,PDAT,jener,jenem
147,Augenblick,_,NN,Augenblick,Augenblick
148,weiß,_,VVFIN,wissen,weiß
149,ich,_,PPER,ich,ich
150,:,_,$.,:,:
151,Es,_,PPER,es,Es
152,kann,_,VMFIN,können,kann
153,die,_,ART,der,die
154,ganze,_,ADJA,ganz,ganze
155,Quintessenz,_,NN,Quintessenz,Quintessenz
156,meiner,_,PPOSAT,mein,meiner
157,Frömmigkeit,_,NN,Frömmigkeit,Frömmigkeit
158,,_,ADJD,,
159,und,_,KON,und,und
160,nichtig,_,ADJD,nichtig,nichtig
161,sein,_,VAINF,sein,sein
162,!,_,$.,!,!
163,Unbrauchbar,_,ADJD,unbrauchbar,Unbrauchbar
164,.,_,$.,.,.
165,Das,_,PDS,der,Das
166,ist,_,VAFIN,sein,ist
167,ein,_,ART,ein,ein
168,wunderbares,_,ADJA,wunderbar,wunderbares
169,Geheimnis,_,NN,Geheimnis,Geheimnis
170,.,_,$.,.,.
171,Das,_,PDS,der,Das
172,heißt,_,VVFIN,heißen,heißt
173,",",_,"$,",",",","
174,ich,_,PPER,ich,ich
175,verstehe,_,VVFIN,verstehen,verstehe
176,es,_,PPER,es,es
177,nicht,_,PTKNEG,nicht,nicht
178,mit,_,APPR,mit,mit
179,meinem,_,PPOSAT,mein,meinem
180,Kopf,_,NN,Kopf,Kopf
181,",",_,"$,",",",","
182,aber,_,KON,aber,aber
183,es,_,PPER,es,es
184,ist,_,VAFIN,sein,ist
185,trotzdem,_,ADV,trotzdem,trotzdem
186,wahr,_,ADJD,wahr,wahr
187,und,_,KON,und,und
188,ein,_,ART,ein,ein
189,Faktum,_,NN,Faktum,Faktum
190,",",_,"$,",",",","
191,dass,_,KOUS,dass,dass
192,dieser,_,PDAT,dieser,dieser
193,Jesus,_,NE,Jesus,Jesus
194,Christus,_,NE,Christus,Christus
195,mich,_,PPER,ich,mich
196,schon,_,ADV,schon,schon
197,gekannt,_,VVPP,kennen,gekannt
198,hat,_,VAFIN,haben,hat
199,",",_,"$,",",",","
200,bevor,_,KOUS,bevor,bevor
201,ich,_,PPER,ich,ich
202,geboren,_,VVPP,gebären,geboren
203,wurde,_,VAFIN,werden,wurde
204,.,_,$.,.,.
205,Bevor,_,KOUS,bevor,Bevor
206,ich,_,PPER,ich,ich
207,gezeugt,_,VVPP,zeugen,gezeugt
208,wurde,_,VAFIN,werden,wurde
209,",",_,"$,",",",","
210,er,_,PPER,er,er
211,kennt,_,VVFIN,kennen,kennt
212,mich,_,PPER,ich,mich
213,.,_,$.,.,.
214,Gott,_,NN,Gott,Gott
215,hat,_,VAFIN,haben,hat
216,einen,_,ART,ein,einen
217,Plan,_,NN,Plan,Plan
218,für,_,APPR,für,für
219,mein,_,PPOSAT,mein,mein
220,Leben,_,NN,Leben,Leben
221,",",_,"$,",",",","
222,er,_,PPER,er,er
223,sucht,_,VVFIN,suchen,sucht
224,mich,_,PPER,ich,mich
225,.,_,$.,.,.
226,Warum,_,PWAV,warum,Warum
227,nicht,_,PTKNEG,nicht,nicht
228,",",_,"$,",",",","
229,wenn,_,KOUS,wenn,wenn
230,man,_,PIS,man,man
231,arbeitslos,_,ADJD,arbeitslos,arbeitslos
232,ist,_,VAFIN,sein,ist
233,",",_,"$,",",",","
234,in,_,APPR,in,in
235,der,_,ART,der,der
236,Gemeinde,_,NN,Gemeinde,Gemeinde
237,oder,_,KON,oder,oder
238,in,_,APPR,in,in
239,einem,_,ART,ein,einem
240,christlichen,_,ADJA,christlich,christlichen
241,Werk,_,NN,Werk,Werk
242,zupacken,_,VVINF,zupacken,zupacken
243,?,_,$.,?,?
244,Warum,_,PWAV,warum,Warum
245,nicht,_,PTKNEG,nicht,nicht
246,Verantwortung,_,NN,Verantwortung,Verantwortung
247,übernehmen,_,VVINF,übernehmen,übernehmen
248,und,_,KON,und,und
249,auch,_,ADV,auch,auch
250,Opfer,_,NN,Opfer,Opfer
251,bringen,_,VVINF,bringen,bringen
252,",",_,"$,",",",","
253,die,_,PRELS,der,die
254,uns,_,PPER,wir,uns
255,etwas,_,PIS,etwas,etwas
256,kosten,_,VVFIN,kosten,kosten
257,",",_,"$,",",",","
258,z.B.,_,ADV,z.B.,z.B.
259,die,_,ART,der,die
260,Kinder,_,NN,Kind,Kinder
261,während,_,APPR,während,während
262,dem,_,ART,der,dem
263,Gottesdienst,_,NN,Gottesdienst,Gottesdienst
264,hüten,_,VVINF,hüten,hüten
265,und,_,KON,und,und
266,in,_,APPR,in,in
267,Kauf,_,NN,Kauf,Kauf
268,nehmen,_,VVINF,nehmen,nehmen
269,",",_,"$,",",",","
270,dass,_,KOUS,dass,dass
271,man,_,PIS,man,man
272,deshalb,_,PAV,deshalb,deshalb
273,nicht,_,PTKNEG,nicht,nicht
274,am,_,APPRART,an,am
275,Gottesdienst,_,NN,Gottesdienst,Gottesdienst
276,teilnehmen,_,VVINF,teilnehmen,teilnehmen
277,kann,_,VMFIN,können,kann
278,.,_,$.,.,.
279,Ich,_,PPER,ich,Ich
280,weiss,_,VVFIN,wissen,weiss
281,",",_,"$,",",",","
282,viele,_,PIS,viele,viele
283,von,_,APPR,von,von
284,uns,_,PPER,wir,uns
285,tun,_,VVFIN,tun,tun
286,dies,_,PDS,dieser,dies
287,",",_,"$,",",",","
288,sonst,_,ADV,sonst,sonst
289,würde,_,VAFIN,werden,würde
290,unsere,_,PPOSAT,unser,unsere
291,Gemeinde,_,NN,Gemeinde,Gemeinde
292,gar,_,ADV,gar,gar
293,nicht,_,PTKNEG,nicht,nicht
294,funktionieren,_,VVINF,funktionieren,funktionieren
295,.,_,$.,.,.
296,Aber,_,KON,aber,Aber
297,trotzdem,_,ADV,trotzdem,trotzdem
298,hört,_,VVFIN,hören,hört
299,man,_,PIS,man,man
300,aus,_,APPR,aus,aus
301,vielen,_,PIAT,vieler,vielen
302,Gemeinden,_,NN,Gemeinde,Gemeinden
303,immer,_,ADV,immer,immer
304,wieder,_,ADV,wieder,wieder
305,die,_,ART,der,die
306,Klage,_,NN,Klage,Klage
307,",",_,"$,",",",","
308,dass,_,KOUS,dass,dass
309,Mitarbeiter,_,NN,Mitarbeiter,Mitarbeiter
310,fehlen,_,VVFIN,fehlen,fehlen
311,",",_,"$,",",",","
312,auch,_,ADV,auch,auch
313,wenn,_,KOUS,wenn,wenn
314,die,_,ART,der,die
315,Gemeinden,_,NN,Gemeinde,Gemeinden
316,gross,_,ADJD,groß,gross
317,sind,_,VAFIN,sein,sind
318,.,_,$.,.,.
319,Vor,_,APPR,vor,Vor
320,allem,_,PIS,alle,allem
321,Mitarbeiten,_,NN,Mitarbeiter,Mitarbeiten
322,",",_,"$,",",",","
323,die,_,PRELS,der,die
324,Verantwortung,_,NN,Verantwortung,Verantwortung
325,übernehmen,_,VVFIN,übernehmen,übernehmen
326,und,_,KON,und,und
327,nicht,_,PTKNEG,nicht,nicht
328,nur,_,ADV,nur,nur
329,punktuell,_,ADJD,punktuell,punktuell
330,einen,_,ART,ein,einen
331,Dienst,_,NN,Dienst,Dienst
332,tun,_,VVFIN,tun,tun
333,.,_,$.,.,.
334,wer,_,PWS,wer,wer
335,unter,_,APPR,unter,unter
336,euch,_,PPER,ihr,euch
337,der,_,ART,der,der
338,Erste,_,NN,Erste,Erste
339,sein,_,VAINF,sein,sein
340,will,_,VMFIN,wollen,will
341,",",_,"$,",",",","
342,soll,_,VMFIN,sollen,soll
343,zum,_,APPRART,zu,zum
344,Dienst,_,NN,Dienst,Dienst
345,an,_,APPR,an,an
346,den,_,ART,der,den
347,anderen,_,PIS,anderer,anderen
348,bereit,_,ADJD,bereit,bereit
349,sein,_,VAINF,sein,sein
350,.,_,$.,.,.
351,Matthäus,_,NE,Matthäus,Matthäus
352,20,_,CARD,20,20
353,",",_,"$,",",",","
354,27,_,CARD,27,27
355,.,_,$.,.,.
356,Jesus,_,NE,Jesus,Jesus
357,lebte,_,VVFIN,leben,lebte
358,selbst,_,ADV,selbst,selbst
359,nach,_,APPR,nach,nach
360,diesen,_,PDAT,dieser,diesen
361,Regeln,_,NN,Regel,Regeln
362,",",_,"$,",",",","
363,eben,_,ADV,eben,eben
364,den,_,ART,der,den
365,Regeln,_,NN,Regel,Regeln
366,des,_,ART,der,des
367,Reiches,_,NN,Reich,Reiches
368,Gottes,_,NN,Gott,Gottes
369,.,_,$.,.,.
370,Denn,_,KON,denn,Denn
371,auch,_,ADV,auch,auch
372,der,_,ART,der,der
373,Menschensohn,_,NN,Menschensohn,Menschensohn
374,ist,_,VAFIN,sein,ist
375,nicht,_,PTKNEG,nicht,nicht
376,gekommen,_,VVPP,kommen,gekommen
377,",",_,"$,",",",","
378,um,_,KOUI,um,um
379,sich,_,PRF,sich,sich
380,dienen,_,VVINF,dienen,dienen
381,zu,_,PTKZU,zu,zu
382,lassen,_,VVINF,lassen,lassen
383,",",_,"$,",",",","
384,sondern,_,KON,sondern,sondern
385,um,_,KOUI,um,um
386,zu,_,PTKZU,zu,zu
387,dienen,_,VVINF,dienen,dienen
388,und,_,KON,und,und
389,sein,_,PPOSAT,sein,sein
390,Leben,_,NN,Leben,Leben
391,als,_,KOKOM,als,als
392,Lösegeld,_,NN,Lösegeld,Lösegeld
393,für,_,APPR,für,für
394,viele,_,PIS,viele,viele
395,hinzugeben,_,VVIZU,hingeben,hinzugeben
396,.,_,$.,.,.
397,Matthäus,_,NE,Matthäus,Matthäus
398,20,_,CARD,20,20
399,",",_,"$,",",",","
400,28,_,CARD,28,28
401,.,_,$.,.,.
402,Wir,_,PPER,wir,Wir
403,sehen,_,VVFIN,sehen,sehen
404,",",_,"$,",",",","
405,das,_,ART,der,das
406,Reich,_,NN,Reich,Reich
407,Gottes,_,NN,Gott,Gottes
408,ist,_,VAFIN,sein,ist
409,ganz,_,ADV,ganz,ganz
410,anders,_,ADV,anders,anders
411,beschaffen,_,ADJD,beschaffen,beschaffen
412,.,_,$.,.,.
413,Lebenswert,_,ADJD,lebenswert,Lebenswert
414,",",_,"$,",",",","
415,weil,_,KOUS,weil,weil
416,wir,_,PPER,wir,wir
417,in,_,APPR,in,in
418,Beziehung,_,NN,Beziehung,Beziehung
419,zu,_,APPR,zu,zu
420,unserem,_,PPOSAT,unser,unserem
421,Schöpfer,_,NN,Schöpfer,Schöpfer
422,leben,_,VVFIN,leben,leben
423,.,_,$.,.,.
424,Unser,_,PPOSAT,unser,Unser
425,Gott,_,NN,Gott,Gott
426,ist,_,VAFIN,sein,ist
427,nicht,_,PTKNEG,nicht,nicht
428,Tot,_,ADJD,tot,Tot
429,",",_,"$,",",",","
430,sondern,_,KON,sondern,sondern
431,er,_,PPER,er,er
432,lebt,_,VVFIN,leben,lebt
433,.,_,$.,.,.
434,Im,_,APPRART,in,Im
435,Hebräerbrief,_,NN,Hebräerbrief,Hebräerbrief
436,heisst,_,VVFIN,heißen,heisst
437,es,_,PPER,es,es
438,.,_,$.,.,.
439,Auch,_,ADV,auch,Auch
440,wenn,_,KOUS,wenn,wenn
441,es,_,PPER,es,es
442,jetzt,_,ADV,jetzt,jetzt
443,nicht,_,PTKNEG,nicht,nicht
444,sichtbar,_,ADJD,sichtbar,sichtbar
445,ist,_,VAFIN,sein,ist
446,",",_,"$,",",",","
447,so,_,KOUS,so,so
448,ist,_,VAFIN,sein,ist
449,es,_,PPER,es,es
450,doch,_,ADV,doch,doch
451,die,_,ART,der,die
452,Wirklichkeit,_,NN,Wirklichkeit,Wirklichkeit
453,:,_,$.,:,:
454,Wir,_,PPER,wir,Wir
455,stehen,_,VVFIN,stehen,stehen
456,in,_,APPR,in,in
457,Beziehung,_,NN,Beziehung,Beziehung
458,zum,_,APPRART,zu,zum
459,Höchsten,_,NN,Höchste,Höchsten
460,.,_,$.,.,.
461,Wir,_,PPER,wir,Wir
462,dienen,_,VVFIN,dienen,dienen
463,dem,_,ART,der,dem
464,lebenden,_,ADJA,lebend,lebenden
465,Gott,_,NN,Gott,Gott
466,!,_,$.,!,!
467,Er,_,PPER,er,Er
468,begleitet,_,VVFIN,begleiten,begleitet
469,uns,_,PPER,wir,uns
470,durchs,_,APPRART,durch,durchs
471,Leben,_,NN,Leben,Leben
472,.,_,$.,.,.
473,Der,_,PDS,der,Der
474,",",_,"$,",",",","
475,dem,_,PRELS,der,dem
476,alle,_,PIAT,aller,alle
477,Macht,_,NN,Macht,Macht
478,gegeben,_,VVPP,geben,gegeben
479,ist,_,VAFIN,sein,ist
480,.,_,$.,.,.
481,Paulus,_,NE,Paulus,Paulus
482,schrieb,_,VVFIN,schreiben,schrieb
483,den,_,ART,der,den
484,Ephesern,_,NN,Epheser,Ephesern
485,:,_,$.,:,:
486,Nichts,_,PIS,nichts,Nichts
487,kann,_,VMFIN,können,kann
488,uns,_,PPER,wir,uns
489,wirklich,_,ADV,wirklich,wirklich
490,Schaden,_,NN,Schaden,Schaden
491,zufügen,_,VVINF,zufügen,zufügen
492,",",_,"$,",",",","
493,wenn,_,KOUS,wenn,wenn
494,wir,_,PPER,wir,wir
495,Jesus,_,NE,Jesus,Jesus
496,nachfolgen,_,VVFIN,nachfolgen,nachfolgen
497,.,_,$.,.,.
498,Es,_,PPER,es,Es
499,gibt,_,VVFIN,geben,gibt
500,keine,_,PIAT,kein,keine
501,Macht,_,NN,Macht,Macht
502,und,_,KON,und,und
503,kein,_,PIAT,kein,kein
504,Ereignis,_,NN,Ereignis,Ereignis
505,",",_,"$,",",",","
506,das,_,PRELS,der,das
507,uns,_,PPER,wir,uns
508,von,_,APPR,von,von
509,Gott,_,NN,Gott,Gott
510,zu,_,PTKZU,zu,zu
511,trennen,_,VVINF,trennen,trennen
512,vermag,_,VVFIN,vermögen,vermag
513,",",_,"$,",",",","
514,denn,_,KON,denn,denn
515,er,_,PPER,er,er
516,ist,_,VAFIN,sein,ist
517,mächtig,_,ADJD,mächtig,mächtig
518,.,_,$.,.,.
519,Abram,_,NE,Abram,Abram
520,heisst,_,VVFIN,heißen,heisst
521,nun,_,ADV,nun,nun
522,neu,_,ADJD,neu,neu
523,Abraham,_,NE,Abraham,Abraham
524,:,_,$.,:,:
525,Deshalb,_,PAV,deshalb,Deshalb
526,sollst,_,VMFIN,sollen,sollst
527,du,_,PPER,du,du
528,nicht,_,PTKNEG,nicht,nicht
529,mehr,_,ADV,mehr,mehr
530,Abram,_,NE,Abram,Abram
531,heissen,_,VVINF,heißen,heissen
532,",",_,"$,",",",","
533,sondern,_,KON,sondern,sondern
534,Abraham,_,NE,Abraham,Abraham
535,;,_,$.,;,;
536,denn,_,KON,denn,denn
537,ich,_,PPER,ich,ich
538,habe,_,VAFIN,haben,habe
539,dich,_,PPER,du,dich
540,zum,_,APPRART,zu,zum
541,',_,$(,','
542,Vater,_,NN,Vater,Vater
543,vieler,_,PIAT,vieler,vieler
544,Völker,_,NN,Volk,Völker
545,',_,$(,','
546,bestimmt,_,VVPP,bestimmen,bestimmt
547,.,_,$.,.,.
548,Und,_,KON,und,Und
549,Sarai,_,NE,Sarai,Sarai
550,heisst,_,VVFIN,heißen,heisst
551,neu,_,ADJD,neu,neu
552,Sara,_,NE,Sara,Sara
553,:,_,$.,:,:
554,Würdig,_,ADJD,würdig,Würdig
555,bist,_,VAFIN,sein,bist
556,du,_,PPER,du,du
557,(,_,$(,(,(
558,Jesus,_,NE,Jesus,Jesus
559,),_,$(,),)
560,",",_,"$,",",",","
561,das,_,ART,der,das
562,Buch,_,NN,Buch,Buch
563,entgegenzunehmen,_,VVIZU,entgegennehmen,entgegenzunehmen
564,und,_,KON,und,und
565,seine,_,PPOSAT,sein,seine
566,Siegel,_,NN,Siegel,Siegel
567,zu,_,PTKZU,zu,zu
568,öffnen,_,VVINF,öffnen,öffnen
569,!,_,$.,!,!
570,Und,_,KON,und,Und
571,dann,_,ADV,dann,dann
572,ordnete,_,VVFIN,ordnen,ordnete
573,er,_,PPER,er,er
574,mit,_,APPR,mit,mit
575,seiner,_,PPOSAT,sein,seiner
576,Häuptlingsautorität,_,NN,Häuptlingsautorität,Häuptlingsautorität
577,an,_,PTKVZ,an,an
578,:,_,$.,:,:
579,Jetzt,_,ADV,jetzt,Jetzt
580,wird,_,VAFIN,werden,wird
581,alles,_,PIS,alle,alles
582,",",_,"$,",",",","
583,was,_,PWS,was,was
584,wir,_,PPER,wir,wir
585,denen,_,PDS,der,denen
586,gestohlen,_,VVPP,stehlen,gestohlen
587,haben,_,VAFIN,haben,haben
588,",",_,"$,",",",","
589,zurückgebracht,_,VVPP,zurückbringen,zurückgebracht
590,.,_,$.,.,.
591,Sehen,_,VVFIN,sehen,Sehen
592,Sie,_,PPER,sie,Sie
593,",",_,"$,",",",","
594,das,_,PDS,der,das
595,ist,_,VAFIN,sein,ist
596,eine,_,ART,ein,eine
597,Umkehr,_,NN,Umkehr,Umkehr
598,",",_,"$,",",",","
599,wenn,_,KOUS,wenn,wenn
600,Jesus,_,NE,Jesus,Jesus
601,lebendig,_,ADJD,lebendig,lebendig
602,macht,_,VVFIN,machen,macht
603,",",_,"$,",",",","
604,Menschen,_,NN,Mensch,Menschen
605,lebendig,_,ADJD,lebendig,lebendig
606,macht,_,VVFIN,machen,macht
607,",",_,"$,",",",","
608,die,_,PRELS,der,die
609,tot,_,ADJD,tot,tot
610,waren,_,VAFIN,sein,waren
611,.,_,$.,.,.
612,Die,_,PDS,der,Die
613,waren,_,VAFIN,sein,waren
614,auch,_,ADV,auch,auch
615,aktiv,_,ADJD,aktiv,aktiv
616,",",_,"$,",",",","
617,aber,_,KON,aber,aber
618,es,_,PPER,es,es
619,war,_,VAFIN,sein,war
620,letztlich,_,ADV,letztlich,letztlich
621,alles,_,PIS,alle,alles
622,vom,_,APPRART,von,vom
623,Tod,_,NN,Tod,Tod
624,gezeichnet,_,VVPP,zeichnen,gezeichnet
625,",",_,"$,",",",","
626,Nichtiges,_,NN,Nichtige,Nichtiges
627,",",_,"$,",",",","
628,was,_,PWS,was,was
629,vor,_,APPR,vor,vor
630,Gott,_,NN,Gott,Gott
631,nichts,_,PIS,nichts,nichts
632,austrägt,_,VVFIN,austragen,austrägt
633,.,_,$.,.,.
634,Und,_,KON,und,Und
635,eine,_,ART,ein,eine
636,solche,_,PIDAT,solcher,solche
637,Umwandlung,_,NN,Umwandlung,Umwandlung
638,brauchen,_,VVFIN,brauchen,brauchen
639,die,_,ART,der,die
640,Afrikaner,_,NN,Afrikaner,Afrikaner
641,und,_,KON,und,und
642,brauchen,_,VVFIN,brauchen,brauchen
643,wir,_,PPER,wir,wir
644,als,_,KOKOM,als,als
645,Europäer,_,NN,Europäer,Europäer
646,.,_,$.,.,.
647,Dass,_,KOUS,dass,Dass
648,unser,_,PPOSAT,unser,unser
649,Leben,_,NN,Leben,Leben
650,lebendig,_,ADJD,lebendig,lebendig
651,gemacht,_,VVPP,machen,gemacht
652,wird,_,VAFIN,werden,wird
653,",",_,"$,",",",","
654,und,_,KON,und,und
655,neu,_,ADJD,neu,neu
656,gemacht,_,VVPP,machen,gemacht
657,wird,_,VAFIN,werden,wird
658,",",_,"$,",",",","
659,durch,_,APPR,durch,durch
660,Christus,_,NE,Christus,Christus
661,",",_,"$,",",",","
662,er,_,PPER,er,er
663,kann,_,VMFIN,können,kann
664,das,_,PDS,der,das
665,.,_,$.,.,.
666,2.,_,ADJA,2.,2.
667,Thessalonicher,_,NE,Thessalonicher,Thessalonicher
668,2,_,CARD,2,2
669,",",_,"$,",",",","
670,3,_,CARD,3,3
671,.,_,$.,.,.
672,Aber,_,KON,aber,Aber
673,seine,_,PPOSAT,sein,seine
674,Machenschaften,_,NN,Machenschaft,Machenschaften
675,",",_,"$,",",",","
676,mögen,_,VMFIN,mögen,mögen
677,noch,_,ADV,noch,noch
678,so,_,ADV,so,so
679,beeindruckend,_,ADJD,beeindruckend,beeindruckend
680,sein,_,VAINF,sein,sein
681,",",_,"$,",",",","
682,sie,_,PPER,sie,sie
683,werden,_,VAFIN,werden,werden
684,keinen,_,PIAT,kein,keinen
685,Bestand,_,NN,Bestand,Bestand
686,haben,_,VAINF,haben,haben
687,",",_,"$,",",",","
688,denn,_,KON,denn,denn
689,Jesus,_,NE,Jesus,Jesus
690,ist,_,VAFIN,sein,ist
691,gekommen,_,VVPP,kommen,gekommen
692,",",_,"$,",",",","
693,um,_,KOUI,um,um
694,eben,_,ADV,eben,eben
695,diese,_,PDAT,dieser,diese
696,Werke,_,NN,Werk,Werke
697,zu,_,PTKZU,zu,zu
698,zerstören,_,VVINF,zerstören,zerstören
699,.,_,$.,.,.
700,Doch,_,KON,doch,Doch
701,gerade,_,ADV,gerade,gerade
702,deshalb,_,PAV,deshalb,deshalb
703,ist,_,VAFIN,sein,ist
704,der,_,ART,der,der
705,Sohn,_,NN,Sohn,Sohn
706,Gottes,_,NN,Gott,Gottes
707,erschienen,_,VVPP,erscheinen,erschienen
708,:,_,$.,:,:
709,Er,_,PPER,er,Er
710,ist,_,VAFIN,sein,ist
711,gekommen,_,VVPP,kommen,gekommen
712,",",_,"$,",",",","
713,um,_,KOUI,um,um
714,das,_,PDS,der,das
715,",",_,"$,",",",","
716,was,_,PRELS,was,was
717,der,_,ART,der,der
718,Teufel,_,NN,Teufel,Teufel
719,tut,_,VVFIN,tun,tut
720,",",_,"$,",",",","
721,zu,_,PTKZU,zu,zu
722,zerstören,_,VVINF,zerstören,zerstören
723,.,_,$.,.,.
724,1.,_,ADJA,1.,1.
725,Johannes,_,NE,Johannes,Johannes
726,3,_,CARD,3,3
727,",",_,"$,",",",","
728,8,_,CARD,8,8
729,.,_,$.,.,.
730,Vorerst,_,ADV,vorerst,Vorerst
731,zerstört,_,VVFIN,zerstören,zerstört
732,Jesus,_,NE,Jesus,Jesus
733,die,_,ART,der,die
734,Werke,_,NN,Werk,Werke
735,des,_,ART,der,des
736,Teufel,_,NN,Teufel,Teufel
737,an,_,APPR,an,an
738,uns,_,PPER,wir,uns
739,",",_,"$,",",",","
740,indem,_,KOUS,indem,indem
741,er,_,PPER,er,er
742,unseren,_,PPOSAT,unser,unseren
743,sündigen,_,ADJA,sündig,sündigen
744,Leib,_,NN,Leib,Leib
