,token,tag,tag_STTS,lemma_gold,baseline
131,.,PUNCT,JJ,.,.
132,Der,PRON,NN,d,Der
133,krönte,VERB,VBC,krönte,krönte
134,Schilt,ADJ,IN,Schilt,Schilt
135,Jetzt,ADV,NNP,jetzt,Jetzt
136,nicht,PART,JJ,nicht,nicht
137,mehr,ADV,NN,mehr,mehr
138,gilt,VERB,VBN,gelten,gilt
139,/,PUNCT,.,/,/
140,Man,PRON,WP,man,Man
141,tut,VERB,PRP,tun,tut
142,ihn,PRON,VBC,er,ihn
143,schmäch-,ADJ,CC,schmäch-,schmäch-
144,und,CONJ,WP,und,und
145,schänden,VERB,PRP,schänden,schänden
146,:,PUNCT,VBC,:,:
147,Wird,AUX,-,werden,Wird
148,gnug,VERB,RB,gnug,gnug
149,nicht,PART,VBC,nicht,nicht
150,Sin,NOUN,PRP,Sin,Sin
151,/,PUNCT,JJ,/,/
152,Biß,ADP,.,bis,Biß
153,alles,PRON,CD,all,alles
154,hin,PART,SYM,hin,hin
155,/,PUNCT,IN,/,/
156,Der,DET,NN,d,Der
157,Adel,NOUN,",",Adel,Adel
158,gantz,ADV,DT,ganz,gantz
159,tut,VERB,JJ,tun,tut
160,enden,VERB,NN,enden,enden
161,.,PUNCT,.,.,.
162,Ist,AUX,NN,sein,Ist
163,d',PROPN,NN,de,d'
164,Sünd,NOUN,VBC,Sünd,Sünd
165,so,ADV,DT,so,so
166,groß,ADJ,NN,groß,groß
167,/,PUNCT,DT,/,/
168,Als,SCONJ,NN,als,Als
169,mein,DET,IN,mein,mein
170,Anstoß,NOUN,DT,Anstoß,Anstoß
171,/,PUNCT,NN,/,/
172,Ist,AUX,IN,sein,Ist
173,für,ADP,NN,für,für
174,uns,PRON,",",wir,uns
175,kein,DET,IN,kein,kein
176,erbarmen,ADJ,DT,erbarmen,erbarmen
177,/,PUNCT,IN,/,/
178,Wilt,VERB,NN,Wilt,Wilt
179,du,PRON,IN,du,du
180,mein,DET,NNP,mein,mein
181,Gott,PROPN,",",Gott,Gott
182,/,PUNCT,DT,/,/
183,Allein,ADV,NN,allein,Allein
184,mit,ADP,NN,mit,mit
185,Spott,NOUN,NN,Spott,Spott
186,/,PUNCT,IN,/,/
187,abstrafen,NOUN,NNP,abstrafen,abstrafen
188,nur,ADV,CC,nur,nur
189,mich,PRON,DT,ich,mich
190,armen,ADJ,NN,arm,armen
191,?,PUNCT,NN,?,?
192,Holla,PROPN,NN,Holla,Holla
193,/,PUNCT,JJ,/,/
194,holla,PROPN,VBC,holla,holla
195,/,PUNCT,.,/,/
196,Verzagendes,ADJ,DT,Verzagendes,Verzagendes
197,Herzen,NOUN,NN,Herz,Herzen
198,/,PUNCT,VBC,/,/
199,willst,VERB,RB,wollen,willst
200,versinken,VERB,RB,versinken,versinken
201,.,PUNCT,DT,.,.
202,Vor,ADP,NN,vor,Vor
203,lauterem,ADJ,NN,lauterem,lauterem
204,Schmerzen,NOUN,RB,Schmerz,Schmerzen
205,?,PUNCT,,?,?
206,Bei,ADP,APPR,bei,Bei
207,weitem,PRON,ART,weiter,weitem
208,nit,PART,JJ,nicht,nit
209,.,PUNCT,NN,.,.
210,Tu,VERB,NN,tun,Tu
211,kechentlich,ADJ,IN,kechentlich,kechentlich
212,hoffen,VERB,NNP,hoffen,hoffen
213,/,PUNCT,IN,/,/
214,Zu,ADP,DT,zu,Zu
215,Glück,NOUN,NN,Glück,Glück
216,zu,ADP,NN,zu,zu
217,Trost,NOUN,VB,Trost,Trost
218,Ist,AUX,.,sein,Ist
219,Porten,NOUN,RB,Porten,Porten
220,noch,ADV,VBC,noch,noch
221,offen,ADJ,DT,offen,offen
222,.,PUNCT,NN,.,.
223,Es,PRON,RB,es,Es
224,werden,AUX,JJ,werden,werden
225,gewiß,ADJ,.,gewiß,gewiß
226,Die,DET,CC,d,Die
227,prallende,ADJ,RB,prallende,prallende
228,Bawren,NOUN,JJ,Bauer,Bawren
229,Nicht,PART,NN,nicht,Nicht
230,fressen,VERB,CC,fressen,fressen
231,als,CONJ,DT,als,als
232,Mit,ADP,JJ,mit,Mit
233,Schlösser,NOUN,NN,Schloß,Schlösser
234,und,CONJ,RP,und,und
235,Mauren,NOUN,VB,Maure,Mauren
236,/,PUNCT,",",/,/
237,Wo,ADV,VBC,wo,Wo
238,sind,AUX,DT,sein,sind
239,die,DET,NN,d,die
240,Wehr,NOUN,JJ,Wehr,Wehr
241,Die,DET,NN,d,Die
242,kriegische,ADJ,",",kriegische,kriegische
243,Waffen,NOUN,CC,Waffe,Waffen
244,/,PUNCT,PRP,/,/
245,Willst,VERB,DT,wollen,Willst
246,rechen,VERB,VBC,rechen,rechen
247,dich,PRON,.,du,dich
248,?,PUNCT,IN,?,?
249,So,ADV,DT,so,So
250,fliehe,VERB,JJ,fliehe,fliehe
251,das,DET,.,d,das
252,schlaffen,ADJ,NN,schlaff,schlaffen
253,.,PUNCT,VBC,.,.
254,Zuck,NOUN,PRP,Zuck,Zuck
255,nur,ADV,,nur,nur
256,das,DET,APPR,d,das
257,Schwert,NOUN,ART,Schwert,Schwert
258,Tu,PROPN,JJ,tu,Tu
259,dapffer,PROPN,NN,dapffer,dapffer
260,drauff,PROPN,",",drauff,drauff
261,schlagen,VERB,CC,schlagen,schlagen
262,/,PUNCT,IN,/,/
263,Verzagtes,ADJ,DT,Verzagtes,Verzagtes
264,G',NOUN,JJ,G',G'
265,mit,PART,.,mit,mit
266,Wird,AUX,NN,werden,Wird
267,keines,PRON,VBC,kein,keines
268,Glück,NOUN,PRP,Glück,Glück
269,tragen,VERB,JJ,tragen,tragen
270,.,PUNCT,CC,.,.
271,Ich,PRON,DT,ich,Ich
272,bin,AUX,JJ,sein,bin
273,der,DET,NN,d,der
274,Gott,PROPN,.,Gott,Gott
275,Der,DET,,d,Der
276,glücklichen,ADJ,APPR,glücklich,glücklichen
277,Waffen,NOUN,ART,Waffe,Waffen
278,/,PUNCT,NN,/,/
279,Ich,PRON,RB,ich,Ich
280,kann,VERB,VBC,können,kann
281,dir,PRON,PRP,du,dir
282,Glück,NOUN,CD,Glück,Glück
283,Und,CONJ,NN,und,Und
284,Segen,NOUN,NN,Segen,Segen
285,verschaffen,VERB,",",verschaffen,verschaffen
286,.,PUNCT,DT,.,.
287,Wo,ADV,AFX,wo,Wo
288,Trumbel,NOUN,-,Trumbel,Trumbel
289,rüfft,VERB,NN,rüfft,rüfft
290,Wo,ADV,-,wo,Wo
291,Pfeifen,NOUN,NN,Pfeife,Pfeifen
292,tut,VERB,NNP,tun,tut
293,singen,VERB,RP,singen,singen
294,/,PUNCT,VB,/,/
295,Wo,ADV,",",wo,Wo
296,Büxen,NOUN,REL,Büchse,Büxen
297,kracht,VERB,CD,krachen,kracht
298,Trumbeten,ADJ,VBN,Trumbeten,Trumbeten
299,tut,VERB,VBC,tun,tut
300,klingen,VERB,.,klingen,klingen
301,:,PUNCT,``,:,:
302,Do,ADV,PRP,da,Do
303,ist,AUX,VBC,sein,ist
304,dein,DET,,dein,dein
305,Glück,NOUN,APPR,Glück,Glück
306,Do,PROPN,ART,Do,Do
307,kannst,VERB,NN,können,kannst
308,du,PRON,CC,du,du
309,dich,PRON,PRP,du,dich
310,rechen,VERB,VBC,rechen,rechen
311,/,PUNCT,",",/,/
312,Den,DET,DT,d,Den
313,Bawren,NOUN,NN,Bauer,Bawren
314,dann,ADV,VBC,dann,dann
315,Die,DET,RB,d,Die
316,Schlegel,PROPN,VB,Schlegel,Schlegel
317,Koepf,NOUN,``,Koepf,Koepf
318,brechen,VERB,",",brechen,brechen
319,.,PUNCT,VBC,.,.
320,Es,PRON,NNP,es,Es
321,wär,AUX,NNP,sein,wär
322,wohl,ADV,",",wohl,wohl
323,gut,ADJ,NN,gut,gut
324,/,PUNCT,DT,/,/
325,so,ADV,NNP,so,so
326,Folgen,NOUN,NNP,Folge,Folgen
327,tut,VERB,.,tun,tut
328,/,PUNCT,DT,/,/
329,Was,PRON,NN,was,Was
330,Mars,PROPN,IN,Mars,Mars
331,mir,PRON,VBC,ich,mir
332,tut,VERB,DT,tun,tut
333,versprechen,NOUN,NN,Versprechen,versprechen
334,.,PUNCT,DT,.,.
335,Und,CONJ,NNP,und,Und
336,ist,AUX,NN,sein,ist
337,auch,ADV,IN,auch,auch
338,wahr,ADJ,DT,wahr,wahr
339,/,PUNCT,NN,/,/
340,in,ADP,IN,in,in
341,Not,NOUN,RB,Not,Not
342,und,CONJ,CD,und,und
343,Gefahr,NOUN,NN,Gefahr,Gefahr
344,/,PUNCT,VB,/,/
345,Hilffts,NOUN,.,Hilffts,Hilffts
346,Glück,NOUN,DT,Glück,Glück
347,allein,ADV,NN,allein,allein
348,den,DET,VBC,d,den
349,Frechen,NOUN,DT,Frechen,Frechen
350,.,PUNCT,NN,.,.
351,Was,PRON,",",was,Was
352,mach,VERB,CC,machen,mach
353,ich,PRON,DT,ich,ich
354,lang,ADJ,NN,lang,lang
355,.,PUNCT,DT,.,.
356,Mein,DET,NN,mein,Mein
357,Untergang,NOUN,,Untergang,Untergang
358,/,PUNCT,APPR,/,/
359,Der,PRON,ART,d,Der
360,tut,VERB,NN,tun,tut
361,vor,ADP,VBN,vor,vor
362,Augen,NOUN,VBC,Auge,Augen
363,schweben,VERB,.,schweben,schweben
364,.,PUNCT,RB,.,.
365,Wer,PRON,VBC,wer,Wer
366,weißt,VERB,EX,weißen,weißt
367,?,PUNCT,NN,?,?
368,vielleicht,ADV,IN,vielleicht,vielleicht
369,ist,AUX,NN,sein,ist
370,von,ADP,CC,von,von
371,mir,PRON,DTP$,ich,mir
372,nicht,PART,JJ,nicht,nicht
373,Abgwichen,NOUN,NN,Abgwichen,Abgwichen
374,Glück,NOUN,VB,Glück,Glück
375,und,CONJ,.,und,und
376,Segen,NOUN,DT,Segen,Segen
377,.,PUNCT,NN,.,.
378,Wüßt,VERB,VBC,Wüßt,Wüßt
379,ihr,PRON,IN,Ihr,ihr
380,nicht,PART,DT,nicht,nicht
381,daß,SCONJ,NN,daß,daß
382,als,CONJ,RB,als,als
383,unbstendig,ADJ,VBN,unbstendig,unbstendig
384,?,PUNCT,-,?,?
385,Wie,SCONJ,IN,wie,Wie
386,die,DET,DT,d,die
387,Zeit,NOUN,NN,Zeit,Zeit
388,als,CONJ,CD,als,als
389,flüchtig,ADJ,VBC,flüchtig,flüchtig
390,geht,VERB,IN,gehen,geht
391,/,PUNCT,DT,/,/
392,Wie,SCONJ,NNP,wie,Wie
393,der,DET,-,d,der
394,Wind,NOUN,NN,Wind,Wind
395,und,CONJ,RB,und,und
396,Schatten,NOUN,CD,Schatten,Schatten
397,wendig,VERB,NN,wendig,wendig
398,/,PUNCT,DT,/,/
399,Also,ADV,NN,also,Also
400,auch,ADV,VBN,auch,auch
401,die,DET,-,d,die
402,Welt,NOUN,CC,Welt,Welt
403,besteht,VERB,VBC,bestehen,besteht
404,.,PUNCT,RB,.,.
405,auf,ADP,DT,auf,auf
406,die,DET,NN,d,die
407,Freuden,NOUN,RB,Freude,Freuden
408,Folgen,NOUN,RB,Folge,Folgen
409,Sorgen,VERB,VB,sorgen,Sorgen
410,/,PUNCT,.,/,/
411,auf,ADP,RB,auf,auf
412,den,DET,VBC,d,den
413,Regen,NOUN,NNP,Regen,Regen
414,Sonnenschein,NOUN,RB,Sonnenschein,Sonnenschein
415,/,PUNCT,DT,/,/
416,Der,PRON,JJ,d,Der
417,heut,ADV,NN,heute,heut
418,fröhlich,ADJ,",",fröhlich,fröhlich
419,/,PUNCT,CC,/,/
420,traurig,ADJ,PRP,traurig,traurig
421,morgen,ADV,VBC,morgen,morgen
422,/,PUNCT,RB,/,/
423,Also,ADV,RB,also,Also
424,immer,ADV,JJ,immer,immer
425,hin,PART,.,hin,hin
426,und,CONJ,``,und,und
427,hin,PART,PRP,hin,hin
428,.,PUNCT,VBC,.,.
429,Die,DET,DT,d,Die
430,in,ADP,NN,in,in
431,Wohlfahrt,NOUN,RB,Wohlfahrt,Wohlfahrt
432,glücklich,ADJ,VBN,glücklich,glücklich
433,leben,VERB,",",leben,leben
434,/,PUNCT,PRP,/,/
435,Wollend,VERB,RB,Wollend,Wollend
436,sich,PRON,RP,er|es|sie,sich
437,erheben,VERB,VB,erheben,erheben
438,nit,PART,",",nicht,nit
439,/,PUNCT,DT,/,/
440,Auch,ADV,NN,auch,Auch
441,die,DET,IN,d,die
442,Sorg,PROPN,JJ,Sorg,Sorg
443,niemahl,ADV,NN,niemahl,niemahl
444,hinlegen,VERB,RP,hinlegen,hinlegen
445,/,PUNCT,VB,/,/
446,Dann,ADV,",",dann,Dann
447,das,DET,IN,d,das
448,Glück,NOUN,NNA,Glück,Glück
449,hat,AUX,IN,haben,hat
450,kurze,ADJ,DT,kurz,kurze
451,Schritt,NOUN,NN,Schritt,Schritt
452,.,PUNCT,'',.,.
453,hättest,AUX,",",haben,hättest
454,du,PRON,RB,du,du
455,(,PUNCT,NNP,(,(
456,mein,DET,.,mein,mein
457,stolzer,ADJ,PRP,stolz,stolzer
458,Adel,NOUN,VBC,Adel,Adel
459,),UNK,DT,),)
460,Dich,PRON,NN,dich,Dich
461,nicht,PART,",",nicht,nicht
462,selbst,ADV,VBC,selbst,selbst
463,zu,ADP,NNP,zu,zu
464,Götter,NOUN,NNP,Gott,Götter
465,gemacht,VERB,",",gemacht,gemacht
466,/,PUNCT,IN,/,/
467,Wer,PRON,REL,wer,Wer
468,vielleicht,ADV,PRP,vielleicht,vielleicht
469,dein,DET,DT,dein,dein
470,stolzer,ADJ,NN,stolz,stolzer
471,Wadel,NOUN,VBC,Wadel,Wadel
472,Nicht,PART,",",nicht,Nicht
473,jetzunder,ADJ,CC,jetzunder,jetzunder
474,so,ADV,PRP,so,so
475,veracht,VERB,DT,veracht,veracht
476,.,PUNCT,NN,.,.
477,Müglich,ADJ,VB,Müglich,Müglich
478,Ists,AUX,VBC,sein,Ists
479,/,PUNCT,.,/,/
480,man,PRON,PRP,man,man
481,Kahns,NOUN,VBC,Kahns,Kahns
482,erzwingen,VERB,RB,erzwingen,erzwingen
483,/,PUNCT,DT,/,/
484,Wider,ADP,JJ,wider,Wider
485,Recht,NOUN,NN,Recht,Recht
486,und,CONJ,DTP$,und,und
487,Billigkeit,NOUN,JJ,Billigkeit,Billigkeit
488,:,PUNCT,NN,:,:
489,Was,PRON,VBN,was,Was
490,es,PRON,.,es,es
491,für,ADP,PRP,für,für
492,ein,DET,VBC,ein,ein
493,Endt,NOUN,NNP,Endt,Endt
494,tue,VERB,NNP,tun,tue
495,bringen,VERB,NNA,bringen,bringen
496,/,PUNCT,",",/,/
497,Sihest,PROPN,CC,Sihest,Sihest
498,selbst,PRON,PRP,selbst,selbst
499,mit,PART,DTP$,mit,mit
500,/,PUNCT,NN,/,/
501,Hertzenleidt,PROPN,IN,Hertzenleidt,Hertzenleidt
502,.,PUNCT,DT,.,.
503,Wil,VERB,NN,wollen,Wil
504,/,PUNCT,IN,/,/
505,auch,ADV,DTP$,auch,auch
506,Mars,PROPN,NN,Mars,Mars
507,sich,PRON,VBC,er|es|sie,sich
508,nicht,PART,",",nicht,nicht
509,abgsellen,VERB,CC,abgsellen,abgsellen
510,/,PUNCT,PRP,/,/
511,Von,ADP,PRP,von,Von
512,der,DET,IN,d,der
513,Götter,NOUN,DTP$,Gott,Götter
514,Gerechtigkeit,NOUN,NN,Gerechtigkeit,Gerechtigkeit
515,/,PUNCT,NNP,/,/
516,Muß,VERB,VBC,müssen,Muß
517,der,DET,",",d,der
518,(,PUNCT,WRB,(,(
519,Adel,NOUN,DT,Adel,Adel
520,),UNK,NN,),)
521,dich,PRON,VBC,du,dich
522,selbst,PRON,.,selbst,selbst
523,Fällen,NOUN,PRP,Fall,Fällen
524,/,PUNCT,VBC,/,/
525,Wegen,ADP,RB,wegen,Wegen
526,Zwang,NOUN,CC,Zwang,Zwang
527,/,PUNCT,RB,/,/
528,Unbilligkeit,NOUN,,Unbilligkeit,Unbilligkeit
529,.,PUNCT,APPR,.,.
530,Ich,PRON,ART,ich,Ich
531,sich,PRON,NN,er|es|sie,sich
532,es,PRON,VB,es,es
533,wohl,ADV,",",wohl,wohl
534,/,PUNCT,PRP,/,/
535,Auch,ADV,VBC,auch,Auch
536,glauben,VERB,",",glauben,glauben
537,soll,VERB,DT,sollen,soll
538,Wie,ADV,VBC,wie,Wie
539,zweifelhaft,ADJ,PRP,zweifelhaft,zweifelhaft
540,die,DET,JJ,d,die
541,Waffen,NOUN,.,Waffe,Waffen
542,/,PUNCT,RB,/,/
543,Mars,PROPN,VBC,Mars,Mars
544,vil,ADV,NN,viel,vil
545,verspricht,VERB,DT,versprechen,verspricht
546,/,PUNCT,NNP,/,/
547,So,SCONJ,-,so,So
548,Gefahr,NOUN,NN,Gefahr,Gefahr
549,einbricht,VERB,RP,einbricht,einbricht
550,/,PUNCT,VB,/,/
551,Ist,AUX,",",sein,Ist
552,er,PRON,RB,er,er
553,alsdann,ADV,NN,alsdann,alsdann
554,entschlaffen,VERB,DTP$,entschlaffen,entschlaffen
555,.,PUNCT,NN,.,.
556,Es,PRON,.,es,Es
557,braucht,VERB,NNP,brauchen,braucht
558,nicht,PART,VBC,nicht,nicht
559,vil,ADV,PRP,viel,vil
560,/,PUNCT,IN,/,/
561,des,DET,DT,d,des
562,fassen,VERB,JJ,fassen,fassen
563,will,VERB,NN,wollen,will
564,/,PUNCT,DC,/,/
565,Ist,AUX,",",sein,Ist
566,besser,ADJ,CC,gut,besser
567,nicht,PART,PRP,nicht,nicht
568,zu,PART,,zu,zu
569,sterben,VERB,APPR,sterben,sterben
570,Mit,ADP,ART,mit,Mit
571,gwehrter,ADJ,NN,gwehrter,gwehrter
572,Hand,NOUN,VBN,Hand,Hand
573,/,PUNCT,VBC,/,/
574,Für,ADP,.,für,Für
575,seinen,DET,NNP,sein,seinen
576,Stand,NOUN,NNP,Stand,Stand
577,?,PUNCT,VBC,?,?
578,Als,SCONJ,",",als,Als
579,ein,DET,DT,ein,ein
580,Vasal,NOUN,NN,Vasal,Vasal
581,verderben,VERB,DT,verderben,verderben
582,.,PUNCT,JJ,.,.
583,Muß,VERB,NN,müssen,Muß
584,ich,PRON,VBC,ich,ich
585,die,DET,RB,d,die
586,dick,ADJ,VB,dick,dick
587,Vom,ADP,",",von,Vom
588,falschen,ADJ,JJ,falsch,falschen
589,Glück,NOUN,NN,Glück,Glück
590,Mit,ADP,RP,mit,Mit
591,meinem,DET,VB,mein,meinem
592,Schaden,NOUN,CC,Schaden,Schaden
593,lehren,VERB,JJ,lehren,lehren
594,/,PUNCT,JJ,/,/
595,So,ADV,NN,so,So
596,findet,VERB,IN,finden,findet
597,ich,PRON,CD,ich,ich
598,gut,ADJ,RP,gut,gut
599,Mit,ADP,VB,mit,Mit
600,Gut,NOUN,.,Gut,Gut
601,und,CONJ,JJ,und,und
602,Blut,NOUN,NN,Blut,Blut
603,Biß,NOUN,DT,Biß,Biß
604,auf,ADP,JJ,auf,auf
605,den,DET,NNP,d,den
606,Nagel,NOUN,,Nagel,Nagel
607,z',PROPN,APPR,z',z'
608,wehren,VERB,ART,wehren,wehren
609,.,PUNCT,NN,.,.
610,Helvetia,PROPN,DT,Helvetia,Helvetia
611,/,PUNCT,NN,/,/
612,Ei,INTJ,,Ei,Ei
613,lerne,VERB,APPR,lernen,lerne
614,da,ADV,ART,da,da
615,:,PUNCT,NNP,:,:
616,Schau,NOUN,VBC,Schau,Schau
617,daß,SCONJ,IN,daß,daß
618,nicht,PART,DT,nicht,nicht
619,dein,DET,JJ,dein,dein
620,Gebrechen,NOUN,NN,Gebrechen,Gebrechen
621,Uns,PRON,CD,wir,Uns
622,werde,AUX,VBN,werden,werde
623,gleich,ADJ,.,gleich,gleich
624,/,PUNCT,PRP,/,/
625,Sonst,ADV,VBC,sonst,Sonst
626,wird,AUX,,werden,wird
627,dein,DET,APPR,dein,dein
628,Reich,NOUN,ART,Reich,Reich
629,Auch,ADV,NNA,auch,Auch
630,Miserere,NOUN,",",Miserere,Miserere
631,sprechen,VERB,CC,sprechen,sprechen
632,.,PUNCT,DT,.,.
633,POmpeius,PROPN,NN,POmpeius,POmpeius
634,der,DET,DT,d,der
635,Römische,ADJ,NN,römisch,Römische
636,Helde,NOUN,RB,Helde,Helde
637,/,PUNCT,RB,/,/
638,Leopoldus,NOUN,JJ,Leopoldus,Leopoldus
639,der,DET,VBC,d,der
640,lieget,VERB,.,liegen,lieget
641,im,ADP,CC,im,im
642,Felde,NOUN,CD,Feld,Felde
643,/,PUNCT,",",/,/
644,All,DET,IN,all,All
645,beide,PRON,DT,beide,beide
646,vom,ADP,NN,vom,vom
647,Feinde,NOUN,DTP$,Feind,Feinde
648,erschlagen,VERB,NN,erschlagen,erschlagen
649,/,PUNCT,(,/,/
650,Glück,NOUN,CC,Glück,Glück
651,darfst,VERB,RB,darfst,darfst
652,du,PRON,RB,du,du
653,an,ADP,DT,an,an
654,solche,DET,IN,solch,solche
655,dich,PRON,NNP,du,dich
656,wagen,VERB,),wagen,wagen
657,?,PUNCT,",",?,?
658,Ist,AUX,VBC,sein,Ist
659,nicht,PART,DT,nicht,nicht
660,der,DET,NN,d,der
661,Himmlische,ADJ,IN,himmlisch,Himmlische
662,Bogen,NOUN,DT,Bogen,Bogen
663,Mit,ADP,NN,mit,Mit
664,traurigen,ADJ,CD,traurig,traurigen
665,Wulcken,NOUN,",",Wulcken,Wulcken
666,bezogen,VERB,CC,beziehen,bezogen
667,?,PUNCT,RB,?,?
668,Es,PRON,RB,es,Es
669,sollte,VERB,DT,sollen,sollte
670,die,DET,NN,d,die
671,neidige,ADJ,VBC,neidige,neidige
672,Erden,NOUN,NNP,Erde,Erden
673,Mit,ADP,IN,mit,Mit
674,Trawren,NOUN,NNP,Trawren,Trawren
675,bezogen,VERB,VBN,beziehen,bezogen
676,auch,ADV,.,auch,auch
677,werden,AUX,DT,werden,werden
678,.,PUNCT,JJ,.,.
679,tunt,ADJ,NN,tunt,tunt
680,Felsen,NOUN,VBC,Felsen,Felsen
681,/,PUNCT,RB,/,/
682,und,CONJ,IN,und,und
683,bergende,ADJ,DT,bergend,bergende
684,Spitzen,NOUN,NN,Spitze,Spitzen
685,/,PUNCT,DC,/,/
686,Vor,ADP,CC,vor,Vor
687,Trauren,NOUN,VBC,Trauren,Trauren
688,mit,ADP,DTP$,mit,mit
689,Wasser,NOUN,JJ,Wasser,Wasser
690,auch,ADV,NN,auch,auch
691,schwitzen,VERB,IN,schwitzen,schwitzen
692,/,PUNCT,DT,/,/
